|dates|Haralson_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Haralson_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Haralson_Georgia_UnitedStates.Male_Total_Population.data|Haralson_Georgia_UnitedStates.Male_Total_Population.missing|Haralson_Georgia_UnitedStates.Female_Total_Population.data|Haralson_Georgia_UnitedStates.Female_Total_Population.missing|Haralson_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Haralson_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4773.0|0|14335.0|0|15198.0|0|7095.0|0
