|dates|Brown_Illinois_UnitedStates.BLS_EmployedPopulation.data|Brown_Illinois_UnitedStates.BLS_EmployedPopulation.missing|Brown_Illinois_UnitedStates.BLS_UnemployedPopulation.data|Brown_Illinois_UnitedStates.BLS_UnemployedPopulation.missing|Brown_Illinois_UnitedStates.BLS_UnemploymentRate.data|Brown_Illinois_UnitedStates.BLS_UnemploymentRate.missing|Brown_Illinois_UnitedStates.BLS_LaborForcePopulation.data|Brown_Illinois_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|2882.0|0|61.0|0|2.072714916751614|0|2943.0|0
