|dates|Armstrong_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Armstrong_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Armstrong_Texas_UnitedStates.Male_Total_Population.data|Armstrong_Texas_UnitedStates.Male_Total_Population.missing|Armstrong_Texas_UnitedStates.Female_Total_Population.data|Armstrong_Texas_UnitedStates.Female_Total_Population.missing|Armstrong_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Armstrong_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|453.0|0|918.0|0|974.0|0|437.0|0
