|dates|Washington_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washington_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washington_Kansas_UnitedStates.Male_Total_Population.data|Washington_Kansas_UnitedStates.Male_Total_Population.missing|Washington_Kansas_UnitedStates.Female_Total_Population.data|Washington_Kansas_UnitedStates.Female_Total_Population.missing|Washington_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Washington_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1298.0|0|2767.0|0|2653.0|0|1211.0|0
