|dates|Custer_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Custer_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Custer_Colorado_UnitedStates.Male_Total_Population.data|Custer_Colorado_UnitedStates.Male_Total_Population.missing|Custer_Colorado_UnitedStates.Female_Total_Population.data|Custer_Colorado_UnitedStates.Female_Total_Population.missing|Custer_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Custer_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1594.0|0|2555.0|0|2399.0|0|685.0|0
