|dates|Kaufman_Texas_UnitedStates.BLS_EmployedPopulation.data|Kaufman_Texas_UnitedStates.BLS_EmployedPopulation.missing|Kaufman_Texas_UnitedStates.BLS_UnemployedPopulation.data|Kaufman_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Kaufman_Texas_UnitedStates.BLS_UnemploymentRate.data|Kaufman_Texas_UnitedStates.BLS_UnemploymentRate.missing|Kaufman_Texas_UnitedStates.BLS_LaborForcePopulation.data|Kaufman_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|64677.5|0|2249.5|0|3.3611248076262195|0|66927.0|0
0|2020-01-02|64677.5|0|2249.5|0|3.3611248076262195|0|66927.0|0
0|2020-01-03|64677.5|0|2249.5|0|3.3611248076262195|0|66927.0|0
0|2020-01-04|64677.5|0|2249.5|0|3.3611248076262195|0|66927.0|0
0|2020-01-05|64677.5|0|2249.5|0|3.3611248076262195|0|66927.0|0
0|2020-01-06|64677.5|0|2249.5|0|3.3611248076262195|0|66927.0|0
0|2020-01-07|64677.5|0|2249.5|0|3.3611248076262195|0|66927.0|0
0|2020-01-08|64677.5|0|2249.5|0|3.3611248076262195|0|66927.0|0
0|2020-01-09|64677.5|0|2249.5|0|3.3611248076262195|0|66927.0|0
0|2020-01-10|64677.5|0|2249.5|0|3.3611248076262195|0|66927.0|0
0|2020-01-11|64677.5|0|2249.5|0|3.3611248076262195|0|66927.0|0
0|2020-01-12|64677.5|0|2249.5|0|3.3611248076262195|0|66927.0|0
0|2020-01-13|64677.5|0|2249.5|0|3.3611248076262195|0|66927.0|0
0|2020-01-14|64677.5|0|2249.5|0|3.3611248076262195|0|66927.0|0
0|2020-01-15|64677.5|0|2249.5|0|3.3611248076262195|0|66927.0|0
0|2020-01-16|64677.5|0|2249.5|0|3.3611248076262195|0|66927.0|0
0|2020-01-17|64677.5|0|2249.5|0|3.3611248076262195|0|66927.0|0
0|2020-01-18|64677.5|0|2249.5|0|3.3611248076262195|0|66927.0|0
0|2020-01-19|64677.5|0|2249.5|0|3.3611248076262195|0|66927.0|0
0|2020-01-20|64677.5|0|2249.5|0|3.3611248076262195|0|66927.0|0
0|2020-01-21|64677.5|0|2249.5|0|3.3611248076262195|0|66927.0|0
0|2020-01-22|64677.5|0|2249.5|0|3.3611248076262195|0|66927.0|0
0|2020-01-23|64677.5|0|2249.5|0|3.3611248076262195|0|66927.0|0
0|2020-01-24|64677.5|0|2249.5|0|3.3611248076262195|0|66927.0|0
0|2020-01-25|64677.5|0|2249.5|0|3.3611248076262195|0|66927.0|0
0|2020-01-26|64677.5|0|2249.5|0|3.3611248076262195|0|66927.0|0
0|2020-01-27|64677.5|0|2249.5|0|3.3611248076262195|0|66927.0|0
0|2020-01-28|64677.5|0|2249.5|0|3.3611248076262195|0|66927.0|0
0|2020-01-29|64677.5|0|2249.5|0|3.3611248076262195|0|66927.0|0
0|2020-01-30|64677.5|0|2249.5|0|3.3611248076262195|0|66927.0|0
0|2020-01-31|64677.5|0|2249.5|0|3.3611248076262195|0|66927.0|0
0|2020-02-01|65143.5|0|2194.0|0|3.2582142194171153|0|67337.5|0
0|2020-02-02|65143.5|0|2194.0|0|3.2582142194171153|0|67337.5|0
0|2020-02-03|65143.5|0|2194.0|0|3.2582142194171153|0|67337.5|0
0|2020-02-04|65143.5|0|2194.0|0|3.2582142194171153|0|67337.5|0
0|2020-02-05|65143.5|0|2194.0|0|3.2582142194171153|0|67337.5|0
0|2020-02-06|65143.5|0|2194.0|0|3.2582142194171153|0|67337.5|0
0|2020-02-07|65143.5|0|2194.0|0|3.2582142194171153|0|67337.5|0
0|2020-02-08|65143.5|0|2194.0|0|3.2582142194171153|0|67337.5|0
0|2020-02-09|65143.5|0|2194.0|0|3.2582142194171153|0|67337.5|0
0|2020-02-10|65143.5|0|2194.0|0|3.2582142194171153|0|67337.5|0
0|2020-02-11|65143.5|0|2194.0|0|3.2582142194171153|0|67337.5|0
0|2020-02-12|65143.5|0|2194.0|0|3.2582142194171153|0|67337.5|0
0|2020-02-13|65143.5|0|2194.0|0|3.2582142194171153|0|67337.5|0
0|2020-02-14|65143.5|0|2194.0|0|3.2582142194171153|0|67337.5|0
0|2020-02-15|65143.5|0|2194.0|0|3.2582142194171153|0|67337.5|0
0|2020-02-16|65143.5|0|2194.0|0|3.2582142194171153|0|67337.5|0
0|2020-02-17|65143.5|0|2194.0|0|3.2582142194171153|0|67337.5|0
0|2020-02-18|65143.5|0|2194.0|0|3.2582142194171153|0|67337.5|0
0|2020-02-19|65143.5|0|2194.0|0|3.2582142194171153|0|67337.5|0
0|2020-02-20|65143.5|0|2194.0|0|3.2582142194171153|0|67337.5|0
0|2020-02-21|65143.5|0|2194.0|0|3.2582142194171153|0|67337.5|0
0|2020-02-22|65143.5|0|2194.0|0|3.2582142194171153|0|67337.5|0
0|2020-02-23|65143.5|0|2194.0|0|3.2582142194171153|0|67337.5|0
0|2020-02-24|65143.5|0|2194.0|0|3.2582142194171153|0|67337.5|0
0|2020-02-25|65143.5|0|2194.0|0|3.2582142194171153|0|67337.5|0
0|2020-02-26|65143.5|0|2194.0|0|3.2582142194171153|0|67337.5|0
0|2020-02-27|65143.5|0|2194.0|0|3.2582142194171153|0|67337.5|0
0|2020-02-28|65143.5|0|2194.0|0|3.2582142194171153|0|67337.5|0
0|2020-02-29|65143.5|0|2194.0|0|3.2582142194171153|0|67337.5|0
0|2020-03-01|62776.5|0|3024.5|0|4.596434704639747|0|65801.0|0
0|2020-03-02|62776.5|0|3024.5|0|4.596434704639747|0|65801.0|0
