|dates|Bullock_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bullock_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bullock_Alabama_UnitedStates.Male_Total_Population.data|Bullock_Alabama_UnitedStates.Male_Total_Population.missing|Bullock_Alabama_UnitedStates.Female_Total_Population.data|Bullock_Alabama_UnitedStates.Female_Total_Population.missing|Bullock_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Bullock_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1661.0|0|5527.0|0|4611.0|0|2137.0|0
