|dates|Martin_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Martin_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Martin_Indiana_UnitedStates.Male_Total_Population.data|Martin_Indiana_UnitedStates.Male_Total_Population.missing|Martin_Indiana_UnitedStates.Female_Total_Population.data|Martin_Indiana_UnitedStates.Female_Total_Population.missing|Martin_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Martin_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2028.0|0|5177.0|0|5040.0|0|2279.0|0
