|dates|Harrison_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Harrison_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Harrison_Iowa_UnitedStates.Male_Total_Population.data|Harrison_Iowa_UnitedStates.Male_Total_Population.missing|Harrison_Iowa_UnitedStates.Female_Total_Population.data|Harrison_Iowa_UnitedStates.Female_Total_Population.missing|Harrison_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Harrison_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2785.0|0|7065.0|0|7069.0|0|3278.0|0
