|dates|Ramsey_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ramsey_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ramsey_NorthDakota_UnitedStates.Male_Total_Population.data|Ramsey_NorthDakota_UnitedStates.Male_Total_Population.missing|Ramsey_NorthDakota_UnitedStates.Female_Total_Population.data|Ramsey_NorthDakota_UnitedStates.Female_Total_Population.missing|Ramsey_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Ramsey_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2282.0|0|5783.0|0|5698.0|0|2719.0|0
