|dates|Marion_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marion_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marion_Kansas_UnitedStates.Male_Total_Population.data|Marion_Kansas_UnitedStates.Male_Total_Population.missing|Marion_Kansas_UnitedStates.Female_Total_Population.data|Marion_Kansas_UnitedStates.Female_Total_Population.missing|Marion_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Marion_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2783.0|0|5943.0|0|6007.0|0|2532.0|0
