|dates|Wayne_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wayne_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wayne_Missouri_UnitedStates.Male_Total_Population.data|Wayne_Missouri_UnitedStates.Male_Total_Population.missing|Wayne_Missouri_UnitedStates.Female_Total_Population.data|Wayne_Missouri_UnitedStates.Female_Total_Population.missing|Wayne_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Wayne_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3086.0|0|6454.0|0|6668.0|0|2698.0|0
