|dates|Lafayette_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lafayette_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lafayette_Florida_UnitedStates.Male_Total_Population.data|Lafayette_Florida_UnitedStates.Male_Total_Population.missing|Lafayette_Florida_UnitedStates.Female_Total_Population.data|Lafayette_Florida_UnitedStates.Female_Total_Population.missing|Lafayette_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Lafayette_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1401.0|0|4986.0|0|3746.0|0|1771.0|0
