|dates|Dawson_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dawson_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dawson_Montana_UnitedStates.Male_Total_Population.data|Dawson_Montana_UnitedStates.Male_Total_Population.missing|Dawson_Montana_UnitedStates.Female_Total_Population.data|Dawson_Montana_UnitedStates.Female_Total_Population.missing|Dawson_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Dawson_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1724.0|0|4472.0|0|4208.0|0|1884.0|0
