|dates|Calaveras_California_UnitedStates.BLS_EmployedPopulation.data|Calaveras_California_UnitedStates.BLS_EmployedPopulation.missing|Calaveras_California_UnitedStates.BLS_UnemployedPopulation.data|Calaveras_California_UnitedStates.BLS_UnemployedPopulation.missing|Calaveras_California_UnitedStates.BLS_UnemploymentRate.data|Calaveras_California_UnitedStates.BLS_UnemploymentRate.missing|Calaveras_California_UnitedStates.BLS_LaborForcePopulation.data|Calaveras_California_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|20592.5|0|937.5|0|4.354389224338133|0|21530.0|0
0|2020-01-02|20592.5|0|937.5|0|4.354389224338133|0|21530.0|0
0|2020-01-03|20592.5|0|937.5|0|4.354389224338133|0|21530.0|0
0|2020-01-04|20592.5|0|937.5|0|4.354389224338133|0|21530.0|0
0|2020-01-05|20592.5|0|937.5|0|4.354389224338133|0|21530.0|0
0|2020-01-06|20592.5|0|937.5|0|4.354389224338133|0|21530.0|0
0|2020-01-07|20592.5|0|937.5|0|4.354389224338133|0|21530.0|0
0|2020-01-08|20592.5|0|937.5|0|4.354389224338133|0|21530.0|0
0|2020-01-09|20592.5|0|937.5|0|4.354389224338133|0|21530.0|0
0|2020-01-10|20592.5|0|937.5|0|4.354389224338133|0|21530.0|0
0|2020-01-11|20592.5|0|937.5|0|4.354389224338133|0|21530.0|0
0|2020-01-12|20592.5|0|937.5|0|4.354389224338133|0|21530.0|0
0|2020-01-13|20592.5|0|937.5|0|4.354389224338133|0|21530.0|0
0|2020-01-14|20592.5|0|937.5|0|4.354389224338133|0|21530.0|0
0|2020-01-15|20592.5|0|937.5|0|4.354389224338133|0|21530.0|0
0|2020-01-16|20592.5|0|937.5|0|4.354389224338133|0|21530.0|0
0|2020-01-17|20592.5|0|937.5|0|4.354389224338133|0|21530.0|0
0|2020-01-18|20592.5|0|937.5|0|4.354389224338133|0|21530.0|0
0|2020-01-19|20592.5|0|937.5|0|4.354389224338133|0|21530.0|0
0|2020-01-20|20592.5|0|937.5|0|4.354389224338133|0|21530.0|0
0|2020-01-21|20592.5|0|937.5|0|4.354389224338133|0|21530.0|0
0|2020-01-22|20592.5|0|937.5|0|4.354389224338133|0|21530.0|0
0|2020-01-23|20592.5|0|937.5|0|4.354389224338133|0|21530.0|0
0|2020-01-24|20592.5|0|937.5|0|4.354389224338133|0|21530.0|0
0|2020-01-25|20592.5|0|937.5|0|4.354389224338133|0|21530.0|0
0|2020-01-26|20592.5|0|937.5|0|4.354389224338133|0|21530.0|0
0|2020-01-27|20592.5|0|937.5|0|4.354389224338133|0|21530.0|0
0|2020-01-28|20592.5|0|937.5|0|4.354389224338133|0|21530.0|0
0|2020-01-29|20592.5|0|937.5|0|4.354389224338133|0|21530.0|0
0|2020-01-30|20592.5|0|937.5|0|4.354389224338133|0|21530.0|0
0|2020-01-31|20592.5|0|937.5|0|4.354389224338133|0|21530.0|0
0|2020-02-01|20707.5|0|899.5|0|4.163002730596566|0|21607.0|0
0|2020-02-02|20707.5|0|899.5|0|4.163002730596566|0|21607.0|0
0|2020-02-03|20707.5|0|899.5|0|4.163002730596566|0|21607.0|0
0|2020-02-04|20707.5|0|899.5|0|4.163002730596566|0|21607.0|0
0|2020-02-05|20707.5|0|899.5|0|4.163002730596566|0|21607.0|0
0|2020-02-06|20707.5|0|899.5|0|4.163002730596566|0|21607.0|0
0|2020-02-07|20707.5|0|899.5|0|4.163002730596566|0|21607.0|0
0|2020-02-08|20707.5|0|899.5|0|4.163002730596566|0|21607.0|0
0|2020-02-09|20707.5|0|899.5|0|4.163002730596566|0|21607.0|0
0|2020-02-10|20707.5|0|899.5|0|4.163002730596566|0|21607.0|0
0|2020-02-11|20707.5|0|899.5|0|4.163002730596566|0|21607.0|0
0|2020-02-12|20707.5|0|899.5|0|4.163002730596566|0|21607.0|0
0|2020-02-13|20707.5|0|899.5|0|4.163002730596566|0|21607.0|0
0|2020-02-14|20707.5|0|899.5|0|4.163002730596566|0|21607.0|0
0|2020-02-15|20707.5|0|899.5|0|4.163002730596566|0|21607.0|0
0|2020-02-16|20707.5|0|899.5|0|4.163002730596566|0|21607.0|0
0|2020-02-17|20707.5|0|899.5|0|4.163002730596566|0|21607.0|0
0|2020-02-18|20707.5|0|899.5|0|4.163002730596566|0|21607.0|0
0|2020-02-19|20707.5|0|899.5|0|4.163002730596566|0|21607.0|0
0|2020-02-20|20707.5|0|899.5|0|4.163002730596566|0|21607.0|0
0|2020-02-21|20707.5|0|899.5|0|4.163002730596566|0|21607.0|0
0|2020-02-22|20707.5|0|899.5|0|4.163002730596566|0|21607.0|0
