|dates|Appanoose_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Appanoose_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Appanoose_Iowa_UnitedStates.Male_Total_Population.data|Appanoose_Iowa_UnitedStates.Male_Total_Population.missing|Appanoose_Iowa_UnitedStates.Female_Total_Population.data|Appanoose_Iowa_UnitedStates.Female_Total_Population.missing|Appanoose_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Appanoose_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2823.0|0|6143.0|0|6294.0|0|2774.0|0
