|dates|Baraga_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Baraga_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Baraga_Michigan_UnitedStates.Male_Total_Population.data|Baraga_Michigan_UnitedStates.Male_Total_Population.missing|Baraga_Michigan_UnitedStates.Female_Total_Population.data|Baraga_Michigan_UnitedStates.Female_Total_Population.missing|Baraga_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Baraga_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1840.0|0|4586.0|0|3734.0|0|1457.0|0
