|dates|Marin_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marin_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marin_California_UnitedStates.Male_Total_Population.data|Marin_California_UnitedStates.Male_Total_Population.missing|Marin_California_UnitedStates.Female_Total_Population.data|Marin_California_UnitedStates.Female_Total_Population.missing|Marin_California_UnitedStates.MaleAndFemale_Under18_Population.data|Marin_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|57943.0|0|126989.0|0|132677.0|0|51925.0|0
