|dates|Rawlins_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Rawlins_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Rawlins_Kansas_UnitedStates.Male_Total_Population.data|Rawlins_Kansas_UnitedStates.Male_Total_Population.missing|Rawlins_Kansas_UnitedStates.Female_Total_Population.data|Rawlins_Kansas_UnitedStates.Female_Total_Population.missing|Rawlins_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Rawlins_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|700.0|0|1267.0|0|1241.0|0|526.0|0
