|dates|SantaRosa_Florida_UnitedStates.AveragePrecipitationTotal.data|SantaRosa_Florida_UnitedStates.AveragePrecipitationTotal.missing|SantaRosa_Florida_UnitedStates.AveragePrecipitation.data|SantaRosa_Florida_UnitedStates.AveragePrecipitation.missing|SantaRosa_Florida_UnitedStates.AverageWindDirection.data|SantaRosa_Florida_UnitedStates.AverageWindDirection.missing|SantaRosa_Florida_UnitedStates.AverageWindSpeed.data|SantaRosa_Florida_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|140.0|0|4.291666666666667|0
0|2020-01-02|0.0|0|0.0033333333333333335|0|147.5|0|11.118055555555557|0
0|2020-01-03|0.001875|0|0.021111111111111112|0|160.04166666666666|0|9.659722222222223|0
0|2020-01-04|0.015|0|0.0|0|280.6944444444444|0|8.11111111111111|0
0|2020-01-05|0.0|0|0.0|0|173.75|0|4.75|0
0|2020-01-06|0.0|0|0.0|0|112.08333333333333|0|3.6666666666666665|0
0|2020-01-07|0.0|0|0.0|0|241.04166666666666|0|7.604166666666667|0
0|2020-01-08|0.0|0|0.0|0|65.0|0|4.791666666666667|0
0|2020-01-09|0.0|0|0.0|0|117.08333333333333|0|12.375|0
0|2020-01-10|0.0|0|0.0|0|134.58333333333334|0|14.791666666666666|0
0|2020-01-11|0.0|0|0.015|0|178.54166666666666|0|18.083333333333332|0
0|2020-01-12|0.0|0|0.020833333333333332|0|137.08333333333334|0|8.708333333333334|0
0|2020-01-13|0.0|0|0.00875|0|114.44444444444444|0|5.347222222222222|0
0|2020-01-14|0.0|0|0.014548611111111111|0|141.8402777777778|0|8.447916666666666|0
0|2020-01-15|0.0|0|0.0|0|151.5625|0|4.697916666666667|0
0|2020-01-16|0.0|0|0.0|0|58.4375|0|5.958333333333333|0
0|2020-01-17|0.0|0|0.0|0|82.91666666666667|0|9.083333333333334|0
0|2020-01-18|0.0|0|0.0|0|120.27777777777779|0|12.625|0
0|2020-01-19|0.0|0|0.0|0|214.375|0|12.166666666666666|0
0|2020-01-20|0.0|0|0.0|0|330.0|0|7.0|0
0|2020-01-21|0.0|0|0.0|0|258.5416666666667|0|10.479166666666666|0
0|2020-01-22|0.0|0|0.0|0|126.875|0|6.583333333333333|0
0|2020-01-23|0.0|0|0.0|0|90.06944444444444|0|7.0|0
0|2020-01-24|0.0|0|0.0|0|154.51388888888889|0|4.121527777777778|0
0|2020-01-25|0.0|0|0.0|0|155.20833333333334|0|4.5|0
0|2020-01-26|0.0|0|0.0|0|116.66666666666667|0|3.6458333333333335|0
