|dates|Madison_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Madison_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Madison_NorthCarolina_UnitedStates.Male_Total_Population.data|Madison_NorthCarolina_UnitedStates.Male_Total_Population.missing|Madison_NorthCarolina_UnitedStates.Female_Total_Population.data|Madison_NorthCarolina_UnitedStates.Female_Total_Population.missing|Madison_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Madison_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4860.0|0|10726.0|0|11037.0|0|3893.0|0
