|dates|McMinn_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|McMinn_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|McMinn_Tennessee_UnitedStates.Male_Total_Population.data|McMinn_Tennessee_UnitedStates.Male_Total_Population.missing|McMinn_Tennessee_UnitedStates.Female_Total_Population.data|McMinn_Tennessee_UnitedStates.Female_Total_Population.missing|McMinn_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|McMinn_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10458.0|0|25975.0|0|27310.0|0|11306.0|0
