|dates|Sunflower_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sunflower_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sunflower_Mississippi_UnitedStates.Male_Total_Population.data|Sunflower_Mississippi_UnitedStates.Male_Total_Population.missing|Sunflower_Mississippi_UnitedStates.Female_Total_Population.data|Sunflower_Mississippi_UnitedStates.Female_Total_Population.missing|Sunflower_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Sunflower_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3518.0|0|13737.0|0|11998.0|0|5694.0|0
