|dates|Manitowoc_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Manitowoc_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Manitowoc_Wisconsin_UnitedStates.Male_Total_Population.data|Manitowoc_Wisconsin_UnitedStates.Male_Total_Population.missing|Manitowoc_Wisconsin_UnitedStates.Female_Total_Population.data|Manitowoc_Wisconsin_UnitedStates.Female_Total_Population.missing|Manitowoc_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Manitowoc_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|16193.0|0|39507.0|0|39567.0|0|16260.0|0
