|dates|Tangipahoa_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Tangipahoa_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Tangipahoa_Louisiana_UnitedStates.Male_Total_Population.data|Tangipahoa_Louisiana_UnitedStates.Male_Total_Population.missing|Tangipahoa_Louisiana_UnitedStates.Female_Total_Population.data|Tangipahoa_Louisiana_UnitedStates.Female_Total_Population.missing|Tangipahoa_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|Tangipahoa_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|19230.0|0|64790.0|0|68987.0|0|32761.0|0
