|dates|Morgan_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Morgan_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Morgan_Alabama_UnitedStates.Male_Total_Population.data|Morgan_Alabama_UnitedStates.Male_Total_Population.missing|Morgan_Alabama_UnitedStates.Female_Total_Population.data|Morgan_Alabama_UnitedStates.Female_Total_Population.missing|Morgan_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Morgan_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|20803.0|0|58682.0|0|60407.0|0|27168.0|0
