|dates|Juniata_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Juniata_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Juniata_Pennsylvania_UnitedStates.Male_Total_Population.data|Juniata_Pennsylvania_UnitedStates.Male_Total_Population.missing|Juniata_Pennsylvania_UnitedStates.Female_Total_Population.data|Juniata_Pennsylvania_UnitedStates.Female_Total_Population.missing|Juniata_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Juniata_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4962.0|0|12385.0|0|12319.0|0|5534.0|0
