|dates|Washington_Tennessee_UnitedStates.BLS_EmployedPopulation.data|Washington_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|Washington_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|Washington_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|Washington_Tennessee_UnitedStates.BLS_UnemploymentRate.data|Washington_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|Washington_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|Washington_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|57936.0|0|2373.0|0|3.934736109038452|0|60309.0|0
0|2020-01-02|57936.0|0|2373.0|0|3.934736109038452|0|60309.0|0
0|2020-01-03|57936.0|0|2373.0|0|3.934736109038452|0|60309.0|0
0|2020-01-04|57936.0|0|2373.0|0|3.934736109038452|0|60309.0|0
0|2020-01-05|57936.0|0|2373.0|0|3.934736109038452|0|60309.0|0
0|2020-01-06|57936.0|0|2373.0|0|3.934736109038452|0|60309.0|0
0|2020-01-07|57936.0|0|2373.0|0|3.934736109038452|0|60309.0|0
0|2020-01-08|57936.0|0|2373.0|0|3.934736109038452|0|60309.0|0
0|2020-01-09|57936.0|0|2373.0|0|3.934736109038452|0|60309.0|0
0|2020-01-10|57936.0|0|2373.0|0|3.934736109038452|0|60309.0|0
0|2020-01-11|57936.0|0|2373.0|0|3.934736109038452|0|60309.0|0
0|2020-01-12|57936.0|0|2373.0|0|3.934736109038452|0|60309.0|0
0|2020-01-13|57936.0|0|2373.0|0|3.934736109038452|0|60309.0|0
0|2020-01-14|57936.0|0|2373.0|0|3.934736109038452|0|60309.0|0
0|2020-01-15|57936.0|0|2373.0|0|3.934736109038452|0|60309.0|0
0|2020-01-16|57936.0|0|2373.0|0|3.934736109038452|0|60309.0|0
0|2020-01-17|57936.0|0|2373.0|0|3.934736109038452|0|60309.0|0
0|2020-01-18|57936.0|0|2373.0|0|3.934736109038452|0|60309.0|0
0|2020-01-19|57936.0|0|2373.0|0|3.934736109038452|0|60309.0|0
0|2020-01-20|57936.0|0|2373.0|0|3.934736109038452|0|60309.0|0
0|2020-01-21|57936.0|0|2373.0|0|3.934736109038452|0|60309.0|0
0|2020-01-22|57936.0|0|2373.0|0|3.934736109038452|0|60309.0|0
0|2020-01-23|57936.0|0|2373.0|0|3.934736109038452|0|60309.0|0
0|2020-01-24|57936.0|0|2373.0|0|3.934736109038452|0|60309.0|0
0|2020-01-25|57936.0|0|2373.0|0|3.934736109038452|0|60309.0|0
0|2020-01-26|57936.0|0|2373.0|0|3.934736109038452|0|60309.0|0
0|2020-01-27|57936.0|0|2373.0|0|3.934736109038452|0|60309.0|0
0|2020-01-28|57936.0|0|2373.0|0|3.934736109038452|0|60309.0|0
0|2020-01-29|57936.0|0|2373.0|0|3.934736109038452|0|60309.0|0
0|2020-01-30|57936.0|0|2373.0|0|3.934736109038452|0|60309.0|0
0|2020-01-31|57936.0|0|2373.0|0|3.934736109038452|0|60309.0|0
0|2020-02-01|58858.5|0|2378.0|0|3.8833048916904134|0|61236.5|0
0|2020-02-02|58858.5|0|2378.0|0|3.8833048916904134|0|61236.5|0
0|2020-02-03|58858.5|0|2378.0|0|3.8833048916904134|0|61236.5|0
0|2020-02-04|58858.5|0|2378.0|0|3.8833048916904134|0|61236.5|0
0|2020-02-05|58858.5|0|2378.0|0|3.8833048916904134|0|61236.5|0
