|dates|Clay_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clay_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clay_Tennessee_UnitedStates.Male_Total_Population.data|Clay_Tennessee_UnitedStates.Male_Total_Population.missing|Clay_Tennessee_UnitedStates.Female_Total_Population.data|Clay_Tennessee_UnitedStates.Female_Total_Population.missing|Clay_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Clay_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1877.0|0|3800.0|0|3917.0|0|1557.0|0
