|dates|Guernsey_Ohio_UnitedStates.BLS_EmployedPopulation.data|Guernsey_Ohio_UnitedStates.BLS_EmployedPopulation.missing|Guernsey_Ohio_UnitedStates.BLS_UnemployedPopulation.data|Guernsey_Ohio_UnitedStates.BLS_UnemployedPopulation.missing|Guernsey_Ohio_UnitedStates.BLS_UnemploymentRate.data|Guernsey_Ohio_UnitedStates.BLS_UnemploymentRate.missing|Guernsey_Ohio_UnitedStates.BLS_LaborForcePopulation.data|Guernsey_Ohio_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|16449.0|0|906.0|0|5.220397579948142|0|17355.0|0
