|dates|Douglas_Nebraska_UnitedStates.BLS_EmployedPopulation.data|Douglas_Nebraska_UnitedStates.BLS_EmployedPopulation.missing|Douglas_Nebraska_UnitedStates.BLS_UnemployedPopulation.data|Douglas_Nebraska_UnitedStates.BLS_UnemployedPopulation.missing|Douglas_Nebraska_UnitedStates.BLS_UnemploymentRate.data|Douglas_Nebraska_UnitedStates.BLS_UnemploymentRate.missing|Douglas_Nebraska_UnitedStates.BLS_LaborForcePopulation.data|Douglas_Nebraska_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|289169.5|0|10233.0|0|3.4178071325389734|0|299402.5|0
0|2020-01-02|289169.5|0|10233.0|0|3.4178071325389734|0|299402.5|0
0|2020-01-03|289169.5|0|10233.0|0|3.4178071325389734|0|299402.5|0
0|2020-01-04|289169.5|0|10233.0|0|3.4178071325389734|0|299402.5|0
0|2020-01-05|289169.5|0|10233.0|0|3.4178071325389734|0|299402.5|0
0|2020-01-06|289169.5|0|10233.0|0|3.4178071325389734|0|299402.5|0
0|2020-01-07|289169.5|0|10233.0|0|3.4178071325389734|0|299402.5|0
0|2020-01-08|289169.5|0|10233.0|0|3.4178071325389734|0|299402.5|0
0|2020-01-09|289169.5|0|10233.0|0|3.4178071325389734|0|299402.5|0
0|2020-01-10|289169.5|0|10233.0|0|3.4178071325389734|0|299402.5|0
0|2020-01-11|289169.5|0|10233.0|0|3.4178071325389734|0|299402.5|0
0|2020-01-12|289169.5|0|10233.0|0|3.4178071325389734|0|299402.5|0
0|2020-01-13|289169.5|0|10233.0|0|3.4178071325389734|0|299402.5|0
0|2020-01-14|289169.5|0|10233.0|0|3.4178071325389734|0|299402.5|0
0|2020-01-15|289169.5|0|10233.0|0|3.4178071325389734|0|299402.5|0
0|2020-01-16|289169.5|0|10233.0|0|3.4178071325389734|0|299402.5|0
0|2020-01-17|289169.5|0|10233.0|0|3.4178071325389734|0|299402.5|0
0|2020-01-18|289169.5|0|10233.0|0|3.4178071325389734|0|299402.5|0
0|2020-01-19|289169.5|0|10233.0|0|3.4178071325389734|0|299402.5|0
0|2020-01-20|289169.5|0|10233.0|0|3.4178071325389734|0|299402.5|0
0|2020-01-21|289169.5|0|10233.0|0|3.4178071325389734|0|299402.5|0
0|2020-01-22|289169.5|0|10233.0|0|3.4178071325389734|0|299402.5|0
0|2020-01-23|289169.5|0|10233.0|0|3.4178071325389734|0|299402.5|0
0|2020-01-24|289169.5|0|10233.0|0|3.4178071325389734|0|299402.5|0
0|2020-01-25|289169.5|0|10233.0|0|3.4178071325389734|0|299402.5|0
0|2020-01-26|289169.5|0|10233.0|0|3.4178071325389734|0|299402.5|0
0|2020-01-27|289169.5|0|10233.0|0|3.4178071325389734|0|299402.5|0
0|2020-01-28|289169.5|0|10233.0|0|3.4178071325389734|0|299402.5|0
0|2020-01-29|289169.5|0|10233.0|0|3.4178071325389734|0|299402.5|0
0|2020-01-30|289169.5|0|10233.0|0|3.4178071325389734|0|299402.5|0
0|2020-01-31|289169.5|0|10233.0|0|3.4178071325389734|0|299402.5|0
0|2020-02-01|291830.5|0|9944.0|0|3.295175702387047|0|301774.5|0
0|2020-02-02|291830.5|0|9944.0|0|3.295175702387047|0|301774.5|0
0|2020-02-03|291830.5|0|9944.0|0|3.295175702387047|0|301774.5|0
0|2020-02-04|291830.5|0|9944.0|0|3.295175702387047|0|301774.5|0
0|2020-02-05|291830.5|0|9944.0|0|3.295175702387047|0|301774.5|0
0|2020-02-06|291830.5|0|9944.0|0|3.295175702387047|0|301774.5|0
0|2020-02-07|291830.5|0|9944.0|0|3.295175702387047|0|301774.5|0
0|2020-02-08|291830.5|0|9944.0|0|3.295175702387047|0|301774.5|0
0|2020-02-09|291830.5|0|9944.0|0|3.295175702387047|0|301774.5|0
0|2020-02-10|291830.5|0|9944.0|0|3.295175702387047|0|301774.5|0
0|2020-02-11|291830.5|0|9944.0|0|3.295175702387047|0|301774.5|0
0|2020-02-12|291830.5|0|9944.0|0|3.295175702387047|0|301774.5|0
0|2020-02-13|291830.5|0|9944.0|0|3.295175702387047|0|301774.5|0
0|2020-02-14|291830.5|0|9944.0|0|3.295175702387047|0|301774.5|0
0|2020-02-15|291830.5|0|9944.0|0|3.295175702387047|0|301774.5|0
0|2020-02-16|291830.5|0|9944.0|0|3.295175702387047|0|301774.5|0
0|2020-02-17|291830.5|0|9944.0|0|3.295175702387047|0|301774.5|0
0|2020-02-18|291830.5|0|9944.0|0|3.295175702387047|0|301774.5|0
0|2020-02-19|291830.5|0|9944.0|0|3.295175702387047|0|301774.5|0
0|2020-02-20|291830.5|0|9944.0|0|3.295175702387047|0|301774.5|0
0|2020-02-21|291830.5|0|9944.0|0|3.295175702387047|0|301774.5|0
0|2020-02-22|291830.5|0|9944.0|0|3.295175702387047|0|301774.5|0
0|2020-02-23|291830.5|0|9944.0|0|3.295175702387047|0|301774.5|0
0|2020-02-24|291830.5|0|9944.0|0|3.295175702387047|0|301774.5|0
0|2020-02-25|291830.5|0|9944.0|0|3.295175702387047|0|301774.5|0
0|2020-02-26|291830.5|0|9944.0|0|3.295175702387047|0|301774.5|0
0|2020-02-27|291830.5|0|9944.0|0|3.295175702387047|0|301774.5|0
0|2020-02-28|291830.5|0|9944.0|0|3.295175702387047|0|301774.5|0
0|2020-02-29|291830.5|0|9944.0|0|3.295175702387047|0|301774.5|0
0|2020-03-01|289686.5|0|12950.5|0|4.279218998337943|0|302637.0|0
0|2020-03-02|289686.5|0|12950.5|0|4.279218998337943|0|302637.0|0
0|2020-03-03|289686.5|0|12950.5|0|4.279218998337943|0|302637.0|0
0|2020-03-04|289686.5|0|12950.5|0|4.279218998337943|0|302637.0|0
0|2020-03-05|289686.5|0|12950.5|0|4.279218998337943|0|302637.0|0
0|2020-03-06|289686.5|0|12950.5|0|4.279218998337943|0|302637.0|0
0|2020-03-07|289686.5|0|12950.5|0|4.279218998337943|0|302637.0|0
0|2020-03-08|289686.5|0|12950.5|0|4.279218998337943|0|302637.0|0
0|2020-03-09|289686.5|0|12950.5|0|4.279218998337943|0|302637.0|0
0|2020-03-10|289686.5|0|12950.5|0|4.279218998337943|0|302637.0|0
0|2020-03-11|289686.5|0|12950.5|0|4.279218998337943|0|302637.0|0
0|2020-03-12|289686.5|0|12950.5|0|4.279218998337943|0|302637.0|0
0|2020-03-13|289686.5|0|12950.5|0|4.279218998337943|0|302637.0|0
0|2020-03-14|289686.5|0|12950.5|0|4.279218998337943|0|302637.0|0
0|2020-03-15|289686.5|0|12950.5|0|4.279218998337943|0|302637.0|0
0|2020-03-16|289686.5|0|12950.5|0|4.279218998337943|0|302637.0|0
0|2020-03-17|289686.5|0|12950.5|0|4.279218998337943|0|302637.0|0
0|2020-03-18|289686.5|0|12950.5|0|4.279218998337943|0|302637.0|0
0|2020-03-19|289686.5|0|12950.5|0|4.279218998337943|0|302637.0|0
0|2020-03-20|289686.5|0|12950.5|0|4.279218998337943|0|302637.0|0
0|2020-03-21|289686.5|0|12950.5|0|4.279218998337943|0|302637.0|0
0|2020-03-22|289686.5|0|12950.5|0|4.279218998337943|0|302637.0|0
0|2020-03-23|289686.5|0|12950.5|0|4.279218998337943|0|302637.0|0
0|2020-03-24|289686.5|0|12950.5|0|4.279218998337943|0|302637.0|0
0|2020-03-25|289686.5|0|12950.5|0|4.279218998337943|0|302637.0|0
0|2020-03-26|289686.5|0|12950.5|0|4.279218998337943|0|302637.0|0
0|2020-03-27|289686.5|0|12950.5|0|4.279218998337943|0|302637.0|0
0|2020-03-28|289686.5|0|12950.5|0|4.279218998337943|0|302637.0|0
0|2020-03-29|289686.5|0|12950.5|0|4.279218998337943|0|302637.0|0
0|2020-03-30|289686.5|0|12950.5|0|4.279218998337943|0|302637.0|0
0|2020-03-31|289686.5|0|12950.5|0|4.279218998337943|0|302637.0|0
0|2020-04-01|273693.5|0|29395.5|0|9.69863637413433|0|303089.0|0
0|2020-04-02|273693.5|0|29395.5|0|9.69863637413433|0|303089.0|0
0|2020-04-03|273693.5|0|29395.5|0|9.69863637413433|0|303089.0|0
0|2020-04-04|273693.5|0|29395.5|0|9.69863637413433|0|303089.0|0
0|2020-04-05|273693.5|0|29395.5|0|9.69863637413433|0|303089.0|0
0|2020-04-06|273693.5|0|29395.5|0|9.69863637413433|0|303089.0|0
0|2020-04-07|273693.5|0|29395.5|0|9.69863637413433|0|303089.0|0
0|2020-04-08|273693.5|0|29395.5|0|9.69863637413433|0|303089.0|0
0|2020-04-09|273693.5|0|29395.5|0|9.69863637413433|0|303089.0|0
0|2020-04-10|273693.5|0|29395.5|0|9.69863637413433|0|303089.0|0
0|2020-04-11|273693.5|0|29395.5|0|9.69863637413433|0|303089.0|0
0|2020-04-12|273693.5|0|29395.5|0|9.69863637413433|0|303089.0|0
0|2020-04-13|273693.5|0|29395.5|0|9.69863637413433|0|303089.0|0
0|2020-04-14|273693.5|0|29395.5|0|9.69863637413433|0|303089.0|0
0|2020-04-15|273693.5|0|29395.5|0|9.69863637413433|0|303089.0|0
0|2020-04-16|273693.5|0|29395.5|0|9.69863637413433|0|303089.0|0
0|2020-04-17|273693.5|0|29395.5|0|9.69863637413433|0|303089.0|0
0|2020-04-18|273693.5|0|29395.5|0|9.69863637413433|0|303089.0|0
0|2020-04-19|273693.5|0|29395.5|0|9.69863637413433|0|303089.0|0
0|2020-04-20|273693.5|0|29395.5|0|9.69863637413433|0|303089.0|0
