|dates|Florence_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Florence_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Florence_SouthCarolina_UnitedStates.Male_Total_Population.data|Florence_SouthCarolina_UnitedStates.Male_Total_Population.missing|Florence_SouthCarolina_UnitedStates.Female_Total_Population.data|Florence_SouthCarolina_UnitedStates.Female_Total_Population.missing|Florence_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Florence_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|23471.0|0|64459.0|0|73700.0|0|32590.0|0
