|dates|Franklin_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Franklin_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Franklin_Florida_UnitedStates.Male_Total_Population.data|Franklin_Florida_UnitedStates.Male_Total_Population.missing|Franklin_Florida_UnitedStates.Female_Total_Population.data|Franklin_Florida_UnitedStates.Female_Total_Population.missing|Franklin_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Franklin_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2814.0|0|6545.0|0|5191.0|0|1888.0|0
