|dates|Hancock_Indiana_UnitedStates.AveragePrecipitationTotal.data|Hancock_Indiana_UnitedStates.AveragePrecipitationTotal.missing|Hancock_Indiana_UnitedStates.AveragePrecipitation.data|Hancock_Indiana_UnitedStates.AveragePrecipitation.missing|Hancock_Indiana_UnitedStates.AverageWindDirection.data|Hancock_Indiana_UnitedStates.AverageWindDirection.missing|Hancock_Indiana_UnitedStates.AverageWindSpeed.data|Hancock_Indiana_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|8|0.0|8|286.5208333333333|0|11.927083333333334|0
