|dates|Fairfield_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fairfield_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fairfield_SouthCarolina_UnitedStates.Male_Total_Population.data|Fairfield_SouthCarolina_UnitedStates.Male_Total_Population.missing|Fairfield_SouthCarolina_UnitedStates.Female_Total_Population.data|Fairfield_SouthCarolina_UnitedStates.Female_Total_Population.missing|Fairfield_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Fairfield_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4870.0|0|10703.0|0|11699.0|0|4299.0|0
