|dates|Polk_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Polk_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Polk_Missouri_UnitedStates.Male_Total_Population.data|Polk_Missouri_UnitedStates.Male_Total_Population.missing|Polk_Missouri_UnitedStates.Female_Total_Population.data|Polk_Missouri_UnitedStates.Female_Total_Population.missing|Polk_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Polk_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5808.0|0|15824.0|0|16377.0|0|7343.0|0
