|dates|Highlands_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Highlands_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Highlands_Florida_UnitedStates.Male_Total_Population.data|Highlands_Florida_UnitedStates.Male_Total_Population.missing|Highlands_Florida_UnitedStates.Female_Total_Population.data|Highlands_Florida_UnitedStates.Female_Total_Population.missing|Highlands_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Highlands_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|37222.0|0|51515.0|0|53909.0|0|17970.0|0
