|dates|Charleston_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Charleston_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Charleston_SouthCarolina_UnitedStates.Male_Total_Population.data|Charleston_SouthCarolina_UnitedStates.Male_Total_Population.missing|Charleston_SouthCarolina_UnitedStates.Female_Total_Population.data|Charleston_SouthCarolina_UnitedStates.Female_Total_Population.missing|Charleston_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Charleston_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|66621.0|0|196403.0|0|209502.0|0|79933.0|0
