|dates|Butte_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Butte_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Butte_California_UnitedStates.Male_Total_Population.data|Butte_California_UnitedStates.Male_Total_Population.missing|Butte_California_UnitedStates.Female_Total_Population.data|Butte_California_UnitedStates.Female_Total_Population.missing|Butte_California_UnitedStates.MaleAndFemale_Under18_Population.data|Butte_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|42992.0|0|114342.0|0|116914.0|0|46213.0|0
