|dates|Tuolumne_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Tuolumne_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Tuolumne_California_UnitedStates.Male_Total_Population.data|Tuolumne_California_UnitedStates.Male_Total_Population.missing|Tuolumne_California_UnitedStates.Female_Total_Population.data|Tuolumne_California_UnitedStates.Female_Total_Population.missing|Tuolumne_California_UnitedStates.MaleAndFemale_Under18_Population.data|Tuolumne_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14279.0|0|28296.0|0|26243.0|0|9158.0|0
