|dates|Swift_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Swift_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Swift_Minnesota_UnitedStates.Male_Total_Population.data|Swift_Minnesota_UnitedStates.Male_Total_Population.missing|Swift_Minnesota_UnitedStates.Female_Total_Population.data|Swift_Minnesota_UnitedStates.Female_Total_Population.missing|Swift_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Swift_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2044.0|0|4725.0|0|4620.0|0|2162.0|0
