|dates|Callahan_Texas_UnitedStates.BLS_EmployedPopulation.data|Callahan_Texas_UnitedStates.BLS_EmployedPopulation.missing|Callahan_Texas_UnitedStates.BLS_UnemployedPopulation.data|Callahan_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Callahan_Texas_UnitedStates.BLS_UnemploymentRate.data|Callahan_Texas_UnitedStates.BLS_UnemploymentRate.missing|Callahan_Texas_UnitedStates.BLS_LaborForcePopulation.data|Callahan_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|5950.5|0|208.5|0|3.3852898197759376|0|6159.0|0
0|2020-01-02|5950.5|0|208.5|0|3.3852898197759376|0|6159.0|0
0|2020-01-03|5950.5|0|208.5|0|3.3852898197759376|0|6159.0|0
0|2020-01-04|5950.5|0|208.5|0|3.3852898197759376|0|6159.0|0
0|2020-01-05|5950.5|0|208.5|0|3.3852898197759376|0|6159.0|0
0|2020-01-06|5950.5|0|208.5|0|3.3852898197759376|0|6159.0|0
0|2020-01-07|5950.5|0|208.5|0|3.3852898197759376|0|6159.0|0
0|2020-01-08|5950.5|0|208.5|0|3.3852898197759376|0|6159.0|0
0|2020-01-09|5950.5|0|208.5|0|3.3852898197759376|0|6159.0|0
0|2020-01-10|5950.5|0|208.5|0|3.3852898197759376|0|6159.0|0
0|2020-01-11|5950.5|0|208.5|0|3.3852898197759376|0|6159.0|0
0|2020-01-12|5950.5|0|208.5|0|3.3852898197759376|0|6159.0|0
0|2020-01-13|5950.5|0|208.5|0|3.3852898197759376|0|6159.0|0
0|2020-01-14|5950.5|0|208.5|0|3.3852898197759376|0|6159.0|0
0|2020-01-15|5950.5|0|208.5|0|3.3852898197759376|0|6159.0|0
0|2020-01-16|5950.5|0|208.5|0|3.3852898197759376|0|6159.0|0
0|2020-01-17|5950.5|0|208.5|0|3.3852898197759376|0|6159.0|0
0|2020-01-18|5950.5|0|208.5|0|3.3852898197759376|0|6159.0|0
0|2020-01-19|5950.5|0|208.5|0|3.3852898197759376|0|6159.0|0
0|2020-01-20|5950.5|0|208.5|0|3.3852898197759376|0|6159.0|0
0|2020-01-21|5950.5|0|208.5|0|3.3852898197759376|0|6159.0|0
0|2020-01-22|5950.5|0|208.5|0|3.3852898197759376|0|6159.0|0
0|2020-01-23|5950.5|0|208.5|0|3.3852898197759376|0|6159.0|0
0|2020-01-24|5950.5|0|208.5|0|3.3852898197759376|0|6159.0|0
0|2020-01-25|5950.5|0|208.5|0|3.3852898197759376|0|6159.0|0
0|2020-01-26|5950.5|0|208.5|0|3.3852898197759376|0|6159.0|0
0|2020-01-27|5950.5|0|208.5|0|3.3852898197759376|0|6159.0|0
0|2020-01-28|5950.5|0|208.5|0|3.3852898197759376|0|6159.0|0
0|2020-01-29|5950.5|0|208.5|0|3.3852898197759376|0|6159.0|0
0|2020-01-30|5950.5|0|208.5|0|3.3852898197759376|0|6159.0|0
0|2020-01-31|5950.5|0|208.5|0|3.3852898197759376|0|6159.0|0
0|2020-02-01|6005.5|0|191.0|0|3.08238521746147|0|6196.5|0
0|2020-02-02|6005.5|0|191.0|0|3.08238521746147|0|6196.5|0
0|2020-02-03|6005.5|0|191.0|0|3.08238521746147|0|6196.5|0
0|2020-02-04|6005.5|0|191.0|0|3.08238521746147|0|6196.5|0
0|2020-02-05|6005.5|0|191.0|0|3.08238521746147|0|6196.5|0
0|2020-02-06|6005.5|0|191.0|0|3.08238521746147|0|6196.5|0
0|2020-02-07|6005.5|0|191.0|0|3.08238521746147|0|6196.5|0
0|2020-02-08|6005.5|0|191.0|0|3.08238521746147|0|6196.5|0
0|2020-02-09|6005.5|0|191.0|0|3.08238521746147|0|6196.5|0
0|2020-02-10|6005.5|0|191.0|0|3.08238521746147|0|6196.5|0
0|2020-02-11|6005.5|0|191.0|0|3.08238521746147|0|6196.5|0
0|2020-02-12|6005.5|0|191.0|0|3.08238521746147|0|6196.5|0
0|2020-02-13|6005.5|0|191.0|0|3.08238521746147|0|6196.5|0
0|2020-02-14|6005.5|0|191.0|0|3.08238521746147|0|6196.5|0
0|2020-02-15|6005.5|0|191.0|0|3.08238521746147|0|6196.5|0
0|2020-02-16|6005.5|0|191.0|0|3.08238521746147|0|6196.5|0
0|2020-02-17|6005.5|0|191.0|0|3.08238521746147|0|6196.5|0
0|2020-02-18|6005.5|0|191.0|0|3.08238521746147|0|6196.5|0
0|2020-02-19|6005.5|0|191.0|0|3.08238521746147|0|6196.5|0
0|2020-02-20|6005.5|0|191.0|0|3.08238521746147|0|6196.5|0
0|2020-02-21|6005.5|0|191.0|0|3.08238521746147|0|6196.5|0
0|2020-02-22|6005.5|0|191.0|0|3.08238521746147|0|6196.5|0
0|2020-02-23|6005.5|0|191.0|0|3.08238521746147|0|6196.5|0
0|2020-02-24|6005.5|0|191.0|0|3.08238521746147|0|6196.5|0
0|2020-02-25|6005.5|0|191.0|0|3.08238521746147|0|6196.5|0
0|2020-02-26|6005.5|0|191.0|0|3.08238521746147|0|6196.5|0
0|2020-02-27|6005.5|0|191.0|0|3.08238521746147|0|6196.5|0
0|2020-02-28|6005.5|0|191.0|0|3.08238521746147|0|6196.5|0
0|2020-02-29|6005.5|0|191.0|0|3.08238521746147|0|6196.5|0
0|2020-03-01|5774.5|0|270.0|0|4.4668707089089255|0|6044.5|0
0|2020-03-02|5774.5|0|270.0|0|4.4668707089089255|0|6044.5|0
0|2020-03-03|5774.5|0|270.0|0|4.4668707089089255|0|6044.5|0
0|2020-03-04|5774.5|0|270.0|0|4.4668707089089255|0|6044.5|0
0|2020-03-05|5774.5|0|270.0|0|4.4668707089089255|0|6044.5|0
0|2020-03-06|5774.5|0|270.0|0|4.4668707089089255|0|6044.5|0
0|2020-03-07|5774.5|0|270.0|0|4.4668707089089255|0|6044.5|0
0|2020-03-08|5774.5|0|270.0|0|4.4668707089089255|0|6044.5|0
0|2020-03-09|5774.5|0|270.0|0|4.4668707089089255|0|6044.5|0
0|2020-03-10|5774.5|0|270.0|0|4.4668707089089255|0|6044.5|0
0|2020-03-11|5774.5|0|270.0|0|4.4668707089089255|0|6044.5|0
0|2020-03-12|5774.5|0|270.0|0|4.4668707089089255|0|6044.5|0
0|2020-03-13|5774.5|0|270.0|0|4.4668707089089255|0|6044.5|0
0|2020-03-14|5774.5|0|270.0|0|4.4668707089089255|0|6044.5|0
0|2020-03-15|5774.5|0|270.0|0|4.4668707089089255|0|6044.5|0
0|2020-03-16|5774.5|0|270.0|0|4.4668707089089255|0|6044.5|0
0|2020-03-17|5774.5|0|270.0|0|4.4668707089089255|0|6044.5|0
0|2020-03-18|5774.5|0|270.0|0|4.4668707089089255|0|6044.5|0
0|2020-03-19|5774.5|0|270.0|0|4.4668707089089255|0|6044.5|0
0|2020-03-20|5774.5|0|270.0|0|4.4668707089089255|0|6044.5|0
0|2020-03-21|5774.5|0|270.0|0|4.4668707089089255|0|6044.5|0
0|2020-03-22|5774.5|0|270.0|0|4.4668707089089255|0|6044.5|0
0|2020-03-23|5774.5|0|270.0|0|4.4668707089089255|0|6044.5|0
