|dates|Clay_Florida_UnitedStates.BLS_EmployedPopulation.data|Clay_Florida_UnitedStates.BLS_EmployedPopulation.missing|Clay_Florida_UnitedStates.BLS_UnemployedPopulation.data|Clay_Florida_UnitedStates.BLS_UnemployedPopulation.missing|Clay_Florida_UnitedStates.BLS_UnemploymentRate.data|Clay_Florida_UnitedStates.BLS_UnemploymentRate.missing|Clay_Florida_UnitedStates.BLS_LaborForcePopulation.data|Clay_Florida_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|105065.0|0|3568.5|0|3.2848983048507137|0|108633.5|0
0|2020-01-02|105065.0|0|3568.5|0|3.2848983048507137|0|108633.5|0
0|2020-01-03|105065.0|0|3568.5|0|3.2848983048507137|0|108633.5|0
0|2020-01-04|105065.0|0|3568.5|0|3.2848983048507137|0|108633.5|0
0|2020-01-05|105065.0|0|3568.5|0|3.2848983048507137|0|108633.5|0
0|2020-01-06|105065.0|0|3568.5|0|3.2848983048507137|0|108633.5|0
0|2020-01-07|105065.0|0|3568.5|0|3.2848983048507137|0|108633.5|0
0|2020-01-08|105065.0|0|3568.5|0|3.2848983048507137|0|108633.5|0
0|2020-01-09|105065.0|0|3568.5|0|3.2848983048507137|0|108633.5|0
0|2020-01-10|105065.0|0|3568.5|0|3.2848983048507137|0|108633.5|0
0|2020-01-11|105065.0|0|3568.5|0|3.2848983048507137|0|108633.5|0
0|2020-01-12|105065.0|0|3568.5|0|3.2848983048507137|0|108633.5|0
0|2020-01-13|105065.0|0|3568.5|0|3.2848983048507137|0|108633.5|0
0|2020-01-14|105065.0|0|3568.5|0|3.2848983048507137|0|108633.5|0
0|2020-01-15|105065.0|0|3568.5|0|3.2848983048507137|0|108633.5|0
0|2020-01-16|105065.0|0|3568.5|0|3.2848983048507137|0|108633.5|0
0|2020-01-17|105065.0|0|3568.5|0|3.2848983048507137|0|108633.5|0
0|2020-01-18|105065.0|0|3568.5|0|3.2848983048507137|0|108633.5|0
0|2020-01-19|105065.0|0|3568.5|0|3.2848983048507137|0|108633.5|0
0|2020-01-20|105065.0|0|3568.5|0|3.2848983048507137|0|108633.5|0
0|2020-01-21|105065.0|0|3568.5|0|3.2848983048507137|0|108633.5|0
0|2020-01-22|105065.0|0|3568.5|0|3.2848983048507137|0|108633.5|0
0|2020-01-23|105065.0|0|3568.5|0|3.2848983048507137|0|108633.5|0
0|2020-01-24|105065.0|0|3568.5|0|3.2848983048507137|0|108633.5|0
0|2020-01-25|105065.0|0|3568.5|0|3.2848983048507137|0|108633.5|0
0|2020-01-26|105065.0|0|3568.5|0|3.2848983048507137|0|108633.5|0
0|2020-01-27|105065.0|0|3568.5|0|3.2848983048507137|0|108633.5|0
0|2020-01-28|105065.0|0|3568.5|0|3.2848983048507137|0|108633.5|0
0|2020-01-29|105065.0|0|3568.5|0|3.2848983048507137|0|108633.5|0
0|2020-01-30|105065.0|0|3568.5|0|3.2848983048507137|0|108633.5|0
0|2020-01-31|105065.0|0|3568.5|0|3.2848983048507137|0|108633.5|0
0|2020-02-01|105851.5|0|3293.5|0|3.01754546703926|0|109145.0|0
0|2020-02-02|105851.5|0|3293.5|0|3.01754546703926|0|109145.0|0
0|2020-02-03|105851.5|0|3293.5|0|3.01754546703926|0|109145.0|0
0|2020-02-04|105851.5|0|3293.5|0|3.01754546703926|0|109145.0|0
0|2020-02-05|105851.5|0|3293.5|0|3.01754546703926|0|109145.0|0
0|2020-02-06|105851.5|0|3293.5|0|3.01754546703926|0|109145.0|0
0|2020-02-07|105851.5|0|3293.5|0|3.01754546703926|0|109145.0|0
0|2020-02-08|105851.5|0|3293.5|0|3.01754546703926|0|109145.0|0
0|2020-02-09|105851.5|0|3293.5|0|3.01754546703926|0|109145.0|0
0|2020-02-10|105851.5|0|3293.5|0|3.01754546703926|0|109145.0|0
0|2020-02-11|105851.5|0|3293.5|0|3.01754546703926|0|109145.0|0
