|dates|Leon_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Leon_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Leon_Texas_UnitedStates.Male_Total_Population.data|Leon_Texas_UnitedStates.Male_Total_Population.missing|Leon_Texas_UnitedStates.Female_Total_Population.data|Leon_Texas_UnitedStates.Female_Total_Population.missing|Leon_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Leon_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4226.0|0|8587.0|0|8683.0|0|3886.0|0
