|dates|Effingham_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Effingham_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Effingham_Georgia_UnitedStates.Male_Total_Population.data|Effingham_Georgia_UnitedStates.Male_Total_Population.missing|Effingham_Georgia_UnitedStates.Female_Total_Population.data|Effingham_Georgia_UnitedStates.Female_Total_Population.missing|Effingham_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Effingham_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7222.0|0|30999.0|0|31191.0|0|16464.0|0
