|dates|Shawano_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Shawano_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Shawano_Wisconsin_UnitedStates.Male_Total_Population.data|Shawano_Wisconsin_UnitedStates.Male_Total_Population.missing|Shawano_Wisconsin_UnitedStates.Female_Total_Population.data|Shawano_Wisconsin_UnitedStates.Female_Total_Population.missing|Shawano_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Shawano_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8621.0|0|20414.0|0|20382.0|0|8714.0|0
