|dates|Monterey_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Monterey_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Monterey_California_UnitedStates.Male_Total_Population.data|Monterey_California_UnitedStates.Male_Total_Population.missing|Monterey_California_UnitedStates.Female_Total_Population.data|Monterey_California_UnitedStates.Female_Total_Population.missing|Monterey_California_UnitedStates.MaleAndFemale_Under18_Population.data|Monterey_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|59201.0|0|221787.0|0|213807.0|0|113834.0|0
