|dates|Faulk_SouthDakota_UnitedStates.BLS_EmployedPopulation.data|Faulk_SouthDakota_UnitedStates.BLS_EmployedPopulation.missing|Faulk_SouthDakota_UnitedStates.BLS_UnemployedPopulation.data|Faulk_SouthDakota_UnitedStates.BLS_UnemployedPopulation.missing|Faulk_SouthDakota_UnitedStates.BLS_UnemploymentRate.data|Faulk_SouthDakota_UnitedStates.BLS_UnemploymentRate.missing|Faulk_SouthDakota_UnitedStates.BLS_LaborForcePopulation.data|Faulk_SouthDakota_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|983.5|0|36.0|0|3.531142717018146|0|1019.5|0
0|2020-01-02|983.5|0|36.0|0|3.531142717018146|0|1019.5|0
0|2020-01-03|983.5|0|36.0|0|3.531142717018146|0|1019.5|0
0|2020-01-04|983.5|0|36.0|0|3.531142717018146|0|1019.5|0
0|2020-01-05|983.5|0|36.0|0|3.531142717018146|0|1019.5|0
0|2020-01-06|983.5|0|36.0|0|3.531142717018146|0|1019.5|0
0|2020-01-07|983.5|0|36.0|0|3.531142717018146|0|1019.5|0
0|2020-01-08|983.5|0|36.0|0|3.531142717018146|0|1019.5|0
0|2020-01-09|983.5|0|36.0|0|3.531142717018146|0|1019.5|0
0|2020-01-10|983.5|0|36.0|0|3.531142717018146|0|1019.5|0
0|2020-01-11|983.5|0|36.0|0|3.531142717018146|0|1019.5|0
0|2020-01-12|983.5|0|36.0|0|3.531142717018146|0|1019.5|0
0|2020-01-13|983.5|0|36.0|0|3.531142717018146|0|1019.5|0
0|2020-01-14|983.5|0|36.0|0|3.531142717018146|0|1019.5|0
0|2020-01-15|983.5|0|36.0|0|3.531142717018146|0|1019.5|0
0|2020-01-16|983.5|0|36.0|0|3.531142717018146|0|1019.5|0
0|2020-01-17|983.5|0|36.0|0|3.531142717018146|0|1019.5|0
0|2020-01-18|983.5|0|36.0|0|3.531142717018146|0|1019.5|0
0|2020-01-19|983.5|0|36.0|0|3.531142717018146|0|1019.5|0
0|2020-01-20|983.5|0|36.0|0|3.531142717018146|0|1019.5|0
0|2020-01-21|983.5|0|36.0|0|3.531142717018146|0|1019.5|0
0|2020-01-22|983.5|0|36.0|0|3.531142717018146|0|1019.5|0
0|2020-01-23|983.5|0|36.0|0|3.531142717018146|0|1019.5|0
0|2020-01-24|983.5|0|36.0|0|3.531142717018146|0|1019.5|0
0|2020-01-25|983.5|0|36.0|0|3.531142717018146|0|1019.5|0
0|2020-01-26|983.5|0|36.0|0|3.531142717018146|0|1019.5|0
0|2020-01-27|983.5|0|36.0|0|3.531142717018146|0|1019.5|0
0|2020-01-28|983.5|0|36.0|0|3.531142717018146|0|1019.5|0
0|2020-01-29|983.5|0|36.0|0|3.531142717018146|0|1019.5|0
0|2020-01-30|983.5|0|36.0|0|3.531142717018146|0|1019.5|0
0|2020-01-31|983.5|0|36.0|0|3.531142717018146|0|1019.5|0
0|2020-02-01|972.5|0|36.5|0|3.617443012884044|0|1009.0|0
0|2020-02-02|972.5|0|36.5|0|3.617443012884044|0|1009.0|0
0|2020-02-03|972.5|0|36.5|0|3.617443012884044|0|1009.0|0
0|2020-02-04|972.5|0|36.5|0|3.617443012884044|0|1009.0|0
0|2020-02-05|972.5|0|36.5|0|3.617443012884044|0|1009.0|0
