|dates|Lipscomb_Texas_UnitedStates.BLS_EmployedPopulation.data|Lipscomb_Texas_UnitedStates.BLS_EmployedPopulation.missing|Lipscomb_Texas_UnitedStates.BLS_UnemployedPopulation.data|Lipscomb_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Lipscomb_Texas_UnitedStates.BLS_UnemploymentRate.data|Lipscomb_Texas_UnitedStates.BLS_UnemploymentRate.missing|Lipscomb_Texas_UnitedStates.BLS_LaborForcePopulation.data|Lipscomb_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|1574.5|0|46.0|0|2.8386300524529466|0|1620.5|0
0|2020-01-02|1574.5|0|46.0|0|2.8386300524529466|0|1620.5|0
0|2020-01-03|1574.5|0|46.0|0|2.8386300524529466|0|1620.5|0
0|2020-01-04|1574.5|0|46.0|0|2.8386300524529466|0|1620.5|0
0|2020-01-05|1574.5|0|46.0|0|2.8386300524529466|0|1620.5|0
0|2020-01-06|1574.5|0|46.0|0|2.8386300524529466|0|1620.5|0
0|2020-01-07|1574.5|0|46.0|0|2.8386300524529466|0|1620.5|0
0|2020-01-08|1574.5|0|46.0|0|2.8386300524529466|0|1620.5|0
0|2020-01-09|1574.5|0|46.0|0|2.8386300524529466|0|1620.5|0
0|2020-01-10|1574.5|0|46.0|0|2.8386300524529466|0|1620.5|0
0|2020-01-11|1574.5|0|46.0|0|2.8386300524529466|0|1620.5|0
0|2020-01-12|1574.5|0|46.0|0|2.8386300524529466|0|1620.5|0
0|2020-01-13|1574.5|0|46.0|0|2.8386300524529466|0|1620.5|0
0|2020-01-14|1574.5|0|46.0|0|2.8386300524529466|0|1620.5|0
0|2020-01-15|1574.5|0|46.0|0|2.8386300524529466|0|1620.5|0
0|2020-01-16|1574.5|0|46.0|0|2.8386300524529466|0|1620.5|0
0|2020-01-17|1574.5|0|46.0|0|2.8386300524529466|0|1620.5|0
0|2020-01-18|1574.5|0|46.0|0|2.8386300524529466|0|1620.5|0
0|2020-01-19|1574.5|0|46.0|0|2.8386300524529466|0|1620.5|0
0|2020-01-20|1574.5|0|46.0|0|2.8386300524529466|0|1620.5|0
0|2020-01-21|1574.5|0|46.0|0|2.8386300524529466|0|1620.5|0
0|2020-01-22|1574.5|0|46.0|0|2.8386300524529466|0|1620.5|0
0|2020-01-23|1574.5|0|46.0|0|2.8386300524529466|0|1620.5|0
0|2020-01-24|1574.5|0|46.0|0|2.8386300524529466|0|1620.5|0
0|2020-01-25|1574.5|0|46.0|0|2.8386300524529466|0|1620.5|0
0|2020-01-26|1574.5|0|46.0|0|2.8386300524529466|0|1620.5|0
0|2020-01-27|1574.5|0|46.0|0|2.8386300524529466|0|1620.5|0
0|2020-01-28|1574.5|0|46.0|0|2.8386300524529466|0|1620.5|0
0|2020-01-29|1574.5|0|46.0|0|2.8386300524529466|0|1620.5|0
0|2020-01-30|1574.5|0|46.0|0|2.8386300524529466|0|1620.5|0
0|2020-01-31|1574.5|0|46.0|0|2.8386300524529466|0|1620.5|0
0|2020-02-01|1586.0|0|43.0|0|2.6396562308164517|0|1629.0|0
0|2020-02-02|1586.0|0|43.0|0|2.6396562308164517|0|1629.0|0
0|2020-02-03|1586.0|0|43.0|0|2.6396562308164517|0|1629.0|0
0|2020-02-04|1586.0|0|43.0|0|2.6396562308164517|0|1629.0|0
0|2020-02-05|1586.0|0|43.0|0|2.6396562308164517|0|1629.0|0
0|2020-02-06|1586.0|0|43.0|0|2.6396562308164517|0|1629.0|0
0|2020-02-07|1586.0|0|43.0|0|2.6396562308164517|0|1629.0|0
0|2020-02-08|1586.0|0|43.0|0|2.6396562308164517|0|1629.0|0
0|2020-02-09|1586.0|0|43.0|0|2.6396562308164517|0|1629.0|0
0|2020-02-10|1586.0|0|43.0|0|2.6396562308164517|0|1629.0|0
0|2020-02-11|1586.0|0|43.0|0|2.6396562308164517|0|1629.0|0
0|2020-02-12|1586.0|0|43.0|0|2.6396562308164517|0|1629.0|0
0|2020-02-13|1586.0|0|43.0|0|2.6396562308164517|0|1629.0|0
0|2020-02-14|1586.0|0|43.0|0|2.6396562308164517|0|1629.0|0
0|2020-02-15|1586.0|0|43.0|0|2.6396562308164517|0|1629.0|0
0|2020-02-16|1586.0|0|43.0|0|2.6396562308164517|0|1629.0|0
0|2020-02-17|1586.0|0|43.0|0|2.6396562308164517|0|1629.0|0
0|2020-02-18|1586.0|0|43.0|0|2.6396562308164517|0|1629.0|0
0|2020-02-19|1586.0|0|43.0|0|2.6396562308164517|0|1629.0|0
0|2020-02-20|1586.0|0|43.0|0|2.6396562308164517|0|1629.0|0
0|2020-02-21|1586.0|0|43.0|0|2.6396562308164517|0|1629.0|0
0|2020-02-22|1586.0|0|43.0|0|2.6396562308164517|0|1629.0|0
0|2020-02-23|1586.0|0|43.0|0|2.6396562308164517|0|1629.0|0
0|2020-02-24|1586.0|0|43.0|0|2.6396562308164517|0|1629.0|0
0|2020-02-25|1586.0|0|43.0|0|2.6396562308164517|0|1629.0|0
0|2020-02-26|1586.0|0|43.0|0|2.6396562308164517|0|1629.0|0
0|2020-02-27|1586.0|0|43.0|0|2.6396562308164517|0|1629.0|0
0|2020-02-28|1586.0|0|43.0|0|2.6396562308164517|0|1629.0|0
0|2020-02-29|1586.0|0|43.0|0|2.6396562308164517|0|1629.0|0
0|2020-03-01|1557.5|0|57.5|0|3.5603715170278636|0|1615.0|0
0|2020-03-02|1557.5|0|57.5|0|3.5603715170278636|0|1615.0|0
0|2020-03-03|1557.5|0|57.5|0|3.5603715170278636|0|1615.0|0
0|2020-03-04|1557.5|0|57.5|0|3.5603715170278636|0|1615.0|0
0|2020-03-05|1557.5|0|57.5|0|3.5603715170278636|0|1615.0|0
0|2020-03-06|1557.5|0|57.5|0|3.5603715170278636|0|1615.0|0
0|2020-03-07|1557.5|0|57.5|0|3.5603715170278636|0|1615.0|0
0|2020-03-08|1557.5|0|57.5|0|3.5603715170278636|0|1615.0|0
0|2020-03-09|1557.5|0|57.5|0|3.5603715170278636|0|1615.0|0
0|2020-03-10|1557.5|0|57.5|0|3.5603715170278636|0|1615.0|0
0|2020-03-11|1557.5|0|57.5|0|3.5603715170278636|0|1615.0|0
0|2020-03-12|1557.5|0|57.5|0|3.5603715170278636|0|1615.0|0
0|2020-03-13|1557.5|0|57.5|0|3.5603715170278636|0|1615.0|0
0|2020-03-14|1557.5|0|57.5|0|3.5603715170278636|0|1615.0|0
0|2020-03-15|1557.5|0|57.5|0|3.5603715170278636|0|1615.0|0
0|2020-03-16|1557.5|0|57.5|0|3.5603715170278636|0|1615.0|0
0|2020-03-17|1557.5|0|57.5|0|3.5603715170278636|0|1615.0|0
0|2020-03-18|1557.5|0|57.5|0|3.5603715170278636|0|1615.0|0
0|2020-03-19|1557.5|0|57.5|0|3.5603715170278636|0|1615.0|0
0|2020-03-20|1557.5|0|57.5|0|3.5603715170278636|0|1615.0|0
0|2020-03-21|1557.5|0|57.5|0|3.5603715170278636|0|1615.0|0
0|2020-03-22|1557.5|0|57.5|0|3.5603715170278636|0|1615.0|0
0|2020-03-23|1557.5|0|57.5|0|3.5603715170278636|0|1615.0|0
