|dates|Hartford_Connecticut_UnitedStates.BLS_EmployedPopulation.data|Hartford_Connecticut_UnitedStates.BLS_EmployedPopulation.missing|Hartford_Connecticut_UnitedStates.BLS_UnemployedPopulation.data|Hartford_Connecticut_UnitedStates.BLS_UnemployedPopulation.missing|Hartford_Connecticut_UnitedStates.BLS_UnemploymentRate.data|Hartford_Connecticut_UnitedStates.BLS_UnemploymentRate.missing|Hartford_Connecticut_UnitedStates.BLS_LaborForcePopulation.data|Hartford_Connecticut_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|464125.5|0|21089.5|0|4.34642375029626|0|485215.0|0
0|2020-01-02|464125.5|0|21089.5|0|4.34642375029626|0|485215.0|0
0|2020-01-03|464125.5|0|21089.5|0|4.34642375029626|0|485215.0|0
0|2020-01-04|464125.5|0|21089.5|0|4.34642375029626|0|485215.0|0
0|2020-01-05|464125.5|0|21089.5|0|4.34642375029626|0|485215.0|0
0|2020-01-06|464125.5|0|21089.5|0|4.34642375029626|0|485215.0|0
0|2020-01-07|464125.5|0|21089.5|0|4.34642375029626|0|485215.0|0
0|2020-01-08|464125.5|0|21089.5|0|4.34642375029626|0|485215.0|0
0|2020-01-09|464125.5|0|21089.5|0|4.34642375029626|0|485215.0|0
0|2020-01-10|464125.5|0|21089.5|0|4.34642375029626|0|485215.0|0
0|2020-01-11|464125.5|0|21089.5|0|4.34642375029626|0|485215.0|0
0|2020-01-12|464125.5|0|21089.5|0|4.34642375029626|0|485215.0|0
0|2020-01-13|464125.5|0|21089.5|0|4.34642375029626|0|485215.0|0
0|2020-01-14|464125.5|0|21089.5|0|4.34642375029626|0|485215.0|0
0|2020-01-15|464125.5|0|21089.5|0|4.34642375029626|0|485215.0|0
0|2020-01-16|464125.5|0|21089.5|0|4.34642375029626|0|485215.0|0
0|2020-01-17|464125.5|0|21089.5|0|4.34642375029626|0|485215.0|0
0|2020-01-18|464125.5|0|21089.5|0|4.34642375029626|0|485215.0|0
0|2020-01-19|464125.5|0|21089.5|0|4.34642375029626|0|485215.0|0
0|2020-01-20|464125.5|0|21089.5|0|4.34642375029626|0|485215.0|0
0|2020-01-21|464125.5|0|21089.5|0|4.34642375029626|0|485215.0|0
0|2020-01-22|464125.5|0|21089.5|0|4.34642375029626|0|485215.0|0
0|2020-01-23|464125.5|0|21089.5|0|4.34642375029626|0|485215.0|0
0|2020-01-24|464125.5|0|21089.5|0|4.34642375029626|0|485215.0|0
0|2020-01-25|464125.5|0|21089.5|0|4.34642375029626|0|485215.0|0
0|2020-01-26|464125.5|0|21089.5|0|4.34642375029626|0|485215.0|0
0|2020-01-27|464125.5|0|21089.5|0|4.34642375029626|0|485215.0|0
0|2020-01-28|464125.5|0|21089.5|0|4.34642375029626|0|485215.0|0
