|dates|Gogebic_Michigan_UnitedStates.BLS_EmployedPopulation.data|Gogebic_Michigan_UnitedStates.BLS_EmployedPopulation.missing|Gogebic_Michigan_UnitedStates.BLS_UnemployedPopulation.data|Gogebic_Michigan_UnitedStates.BLS_UnemployedPopulation.missing|Gogebic_Michigan_UnitedStates.BLS_UnemploymentRate.data|Gogebic_Michigan_UnitedStates.BLS_UnemploymentRate.missing|Gogebic_Michigan_UnitedStates.BLS_LaborForcePopulation.data|Gogebic_Michigan_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|5742.0|0|347.0|0|5.698801116767942|0|6089.0|0
0|2020-01-02|5742.0|0|347.0|0|5.698801116767942|0|6089.0|0
0|2020-01-03|5742.0|0|347.0|0|5.698801116767942|0|6089.0|0
0|2020-01-04|5742.0|0|347.0|0|5.698801116767942|0|6089.0|0
0|2020-01-05|5742.0|0|347.0|0|5.698801116767942|0|6089.0|0
0|2020-01-06|5742.0|0|347.0|0|5.698801116767942|0|6089.0|0
0|2020-01-07|5742.0|0|347.0|0|5.698801116767942|0|6089.0|0
0|2020-01-08|5742.0|0|347.0|0|5.698801116767942|0|6089.0|0
0|2020-01-09|5742.0|0|347.0|0|5.698801116767942|0|6089.0|0
0|2020-01-10|5742.0|0|347.0|0|5.698801116767942|0|6089.0|0
0|2020-01-11|5742.0|0|347.0|0|5.698801116767942|0|6089.0|0
0|2020-01-12|5742.0|0|347.0|0|5.698801116767942|0|6089.0|0
0|2020-01-13|5742.0|0|347.0|0|5.698801116767942|0|6089.0|0
0|2020-01-14|5742.0|0|347.0|0|5.698801116767942|0|6089.0|0
0|2020-01-15|5742.0|0|347.0|0|5.698801116767942|0|6089.0|0
0|2020-01-16|5742.0|0|347.0|0|5.698801116767942|0|6089.0|0
0|2020-01-17|5742.0|0|347.0|0|5.698801116767942|0|6089.0|0
0|2020-01-18|5742.0|0|347.0|0|5.698801116767942|0|6089.0|0
0|2020-01-19|5742.0|0|347.0|0|5.698801116767942|0|6089.0|0
0|2020-01-20|5742.0|0|347.0|0|5.698801116767942|0|6089.0|0
0|2020-01-21|5742.0|0|347.0|0|5.698801116767942|0|6089.0|0
0|2020-01-22|5742.0|0|347.0|0|5.698801116767942|0|6089.0|0
0|2020-01-23|5742.0|0|347.0|0|5.698801116767942|0|6089.0|0
0|2020-01-24|5742.0|0|347.0|0|5.698801116767942|0|6089.0|0
0|2020-01-25|5742.0|0|347.0|0|5.698801116767942|0|6089.0|0
0|2020-01-26|5742.0|0|347.0|0|5.698801116767942|0|6089.0|0
0|2020-01-27|5742.0|0|347.0|0|5.698801116767942|0|6089.0|0
0|2020-01-28|5742.0|0|347.0|0|5.698801116767942|0|6089.0|0
0|2020-01-29|5742.0|0|347.0|0|5.698801116767942|0|6089.0|0
0|2020-01-30|5742.0|0|347.0|0|5.698801116767942|0|6089.0|0
0|2020-01-31|5742.0|0|347.0|0|5.698801116767942|0|6089.0|0
0|2020-02-01|5813.5|0|297.0|0|4.86048604860486|0|6110.5|0
0|2020-02-02|5813.5|0|297.0|0|4.86048604860486|0|6110.5|0
0|2020-02-03|5813.5|0|297.0|0|4.86048604860486|0|6110.5|0
0|2020-02-04|5813.5|0|297.0|0|4.86048604860486|0|6110.5|0
0|2020-02-05|5813.5|0|297.0|0|4.86048604860486|0|6110.5|0
0|2020-02-06|5813.5|0|297.0|0|4.86048604860486|0|6110.5|0
0|2020-02-07|5813.5|0|297.0|0|4.86048604860486|0|6110.5|0
0|2020-02-08|5813.5|0|297.0|0|4.86048604860486|0|6110.5|0
0|2020-02-09|5813.5|0|297.0|0|4.86048604860486|0|6110.5|0
0|2020-02-10|5813.5|0|297.0|0|4.86048604860486|0|6110.5|0
0|2020-02-11|5813.5|0|297.0|0|4.86048604860486|0|6110.5|0
0|2020-02-12|5813.5|0|297.0|0|4.86048604860486|0|6110.5|0
0|2020-02-13|5813.5|0|297.0|0|4.86048604860486|0|6110.5|0
0|2020-02-14|5813.5|0|297.0|0|4.86048604860486|0|6110.5|0
0|2020-02-15|5813.5|0|297.0|0|4.86048604860486|0|6110.5|0
0|2020-02-16|5813.5|0|297.0|0|4.86048604860486|0|6110.5|0
0|2020-02-17|5813.5|0|297.0|0|4.86048604860486|0|6110.5|0
0|2020-02-18|5813.5|0|297.0|0|4.86048604860486|0|6110.5|0
0|2020-02-19|5813.5|0|297.0|0|4.86048604860486|0|6110.5|0
0|2020-02-20|5813.5|0|297.0|0|4.86048604860486|0|6110.5|0
