|dates|OutofCT_Connecticut_UnitedStates.BLS_EmployedPopulation.data|OutofCT_Connecticut_UnitedStates.BLS_EmployedPopulation.missing|OutofCT_Connecticut_UnitedStates.BLS_UnemployedPopulation.data|OutofCT_Connecticut_UnitedStates.BLS_UnemployedPopulation.missing|OutofCT_Connecticut_UnitedStates.BLS_UnemploymentRate.data|OutofCT_Connecticut_UnitedStates.BLS_UnemploymentRate.missing|OutofCT_Connecticut_UnitedStates.BLS_LaborForcePopulation.data|OutofCT_Connecticut_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
