|dates|Saline_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Saline_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Saline_Missouri_UnitedStates.Male_Total_Population.data|Saline_Missouri_UnitedStates.Male_Total_Population.missing|Saline_Missouri_UnitedStates.Female_Total_Population.data|Saline_Missouri_UnitedStates.Female_Total_Population.missing|Saline_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Saline_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4182.0|0|11420.0|0|11475.0|0|5120.0|0
