|dates|Cullman_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cullman_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cullman_Alabama_UnitedStates.Male_Total_Population.data|Cullman_Alabama_UnitedStates.Male_Total_Population.missing|Cullman_Alabama_UnitedStates.Female_Total_Population.data|Cullman_Alabama_UnitedStates.Female_Total_Population.missing|Cullman_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Cullman_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|15446.0|0|41245.0|0|42197.0|0|18757.0|0
