|dates|Ozaukee_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ozaukee_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ozaukee_Wisconsin_UnitedStates.Male_Total_Population.data|Ozaukee_Wisconsin_UnitedStates.Male_Total_Population.missing|Ozaukee_Wisconsin_UnitedStates.Female_Total_Population.data|Ozaukee_Wisconsin_UnitedStates.Female_Total_Population.missing|Ozaukee_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Ozaukee_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|17603.0|0|43841.0|0|45306.0|0|18995.0|0
