|dates|Adair_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Adair_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Adair_Kentucky_UnitedStates.Male_Total_Population.data|Adair_Kentucky_UnitedStates.Male_Total_Population.missing|Adair_Kentucky_UnitedStates.Female_Total_Population.data|Adair_Kentucky_UnitedStates.Female_Total_Population.missing|Adair_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Adair_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3571.0|0|9508.0|0|9707.0|0|3906.0|0
