|dates|Taos_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Taos_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Taos_NewMexico_UnitedStates.Male_Total_Population.data|Taos_NewMexico_UnitedStates.Male_Total_Population.missing|Taos_NewMexico_UnitedStates.Female_Total_Population.data|Taos_NewMexico_UnitedStates.Female_Total_Population.missing|Taos_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.data|Taos_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8688.0|0|16164.0|0|16671.0|0|5778.0|0
