|dates|Putnam_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Putnam_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Putnam_WestVirginia_UnitedStates.Male_Total_Population.data|Putnam_WestVirginia_UnitedStates.Male_Total_Population.missing|Putnam_WestVirginia_UnitedStates.Female_Total_Population.data|Putnam_WestVirginia_UnitedStates.Female_Total_Population.missing|Putnam_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Putnam_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10388.0|0|27871.0|0|28811.0|0|12619.0|0
