|dates|Marion_Oregon_UnitedStates.BLS_EmployedPopulation.data|Marion_Oregon_UnitedStates.BLS_EmployedPopulation.missing|Marion_Oregon_UnitedStates.BLS_UnemployedPopulation.data|Marion_Oregon_UnitedStates.BLS_UnemployedPopulation.missing|Marion_Oregon_UnitedStates.BLS_UnemploymentRate.data|Marion_Oregon_UnitedStates.BLS_UnemploymentRate.missing|Marion_Oregon_UnitedStates.BLS_LaborForcePopulation.data|Marion_Oregon_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|153110.0|0|6448.0|0|4.04116371476203|0|159558.0|0
0|2020-01-02|153110.0|0|6448.0|0|4.04116371476203|0|159558.0|0
0|2020-01-03|153110.0|0|6448.0|0|4.04116371476203|0|159558.0|0
0|2020-01-04|153110.0|0|6448.0|0|4.04116371476203|0|159558.0|0
0|2020-01-05|153110.0|0|6448.0|0|4.04116371476203|0|159558.0|0
0|2020-01-06|153110.0|0|6448.0|0|4.04116371476203|0|159558.0|0
0|2020-01-07|153110.0|0|6448.0|0|4.04116371476203|0|159558.0|0
0|2020-01-08|153110.0|0|6448.0|0|4.04116371476203|0|159558.0|0
0|2020-01-09|153110.0|0|6448.0|0|4.04116371476203|0|159558.0|0
0|2020-01-10|153110.0|0|6448.0|0|4.04116371476203|0|159558.0|0
0|2020-01-11|153110.0|0|6448.0|0|4.04116371476203|0|159558.0|0
0|2020-01-12|153110.0|0|6448.0|0|4.04116371476203|0|159558.0|0
0|2020-01-13|153110.0|0|6448.0|0|4.04116371476203|0|159558.0|0
0|2020-01-14|153110.0|0|6448.0|0|4.04116371476203|0|159558.0|0
0|2020-01-15|153110.0|0|6448.0|0|4.04116371476203|0|159558.0|0
0|2020-01-16|153110.0|0|6448.0|0|4.04116371476203|0|159558.0|0
0|2020-01-17|153110.0|0|6448.0|0|4.04116371476203|0|159558.0|0
0|2020-01-18|153110.0|0|6448.0|0|4.04116371476203|0|159558.0|0
0|2020-01-19|153110.0|0|6448.0|0|4.04116371476203|0|159558.0|0
0|2020-01-20|153110.0|0|6448.0|0|4.04116371476203|0|159558.0|0
0|2020-01-21|153110.0|0|6448.0|0|4.04116371476203|0|159558.0|0
0|2020-01-22|153110.0|0|6448.0|0|4.04116371476203|0|159558.0|0
0|2020-01-23|153110.0|0|6448.0|0|4.04116371476203|0|159558.0|0
0|2020-01-24|153110.0|0|6448.0|0|4.04116371476203|0|159558.0|0
0|2020-01-25|153110.0|0|6448.0|0|4.04116371476203|0|159558.0|0
0|2020-01-26|153110.0|0|6448.0|0|4.04116371476203|0|159558.0|0
0|2020-01-27|153110.0|0|6448.0|0|4.04116371476203|0|159558.0|0
0|2020-01-28|153110.0|0|6448.0|0|4.04116371476203|0|159558.0|0
0|2020-01-29|153110.0|0|6448.0|0|4.04116371476203|0|159558.0|0
0|2020-01-30|153110.0|0|6448.0|0|4.04116371476203|0|159558.0|0
0|2020-01-31|153110.0|0|6448.0|0|4.04116371476203|0|159558.0|0
0|2020-02-01|155182.0|0|6284.5|0|3.8921386169886634|0|161466.5|0
0|2020-02-02|155182.0|0|6284.5|0|3.8921386169886634|0|161466.5|0
0|2020-02-03|155182.0|0|6284.5|0|3.8921386169886634|0|161466.5|0
0|2020-02-04|155182.0|0|6284.5|0|3.8921386169886634|0|161466.5|0
0|2020-02-05|155182.0|0|6284.5|0|3.8921386169886634|0|161466.5|0
0|2020-02-06|155182.0|0|6284.5|0|3.8921386169886634|0|161466.5|0
0|2020-02-07|155182.0|0|6284.5|0|3.8921386169886634|0|161466.5|0
0|2020-02-08|155182.0|0|6284.5|0|3.8921386169886634|0|161466.5|0
0|2020-02-09|155182.0|0|6284.5|0|3.8921386169886634|0|161466.5|0
0|2020-02-10|155182.0|0|6284.5|0|3.8921386169886634|0|161466.5|0
0|2020-02-11|155182.0|0|6284.5|0|3.8921386169886634|0|161466.5|0
0|2020-02-12|155182.0|0|6284.5|0|3.8921386169886634|0|161466.5|0
0|2020-02-13|155182.0|0|6284.5|0|3.8921386169886634|0|161466.5|0
0|2020-02-14|155182.0|0|6284.5|0|3.8921386169886634|0|161466.5|0
0|2020-02-15|155182.0|0|6284.5|0|3.8921386169886634|0|161466.5|0
0|2020-02-16|155182.0|0|6284.5|0|3.8921386169886634|0|161466.5|0
0|2020-02-17|155182.0|0|6284.5|0|3.8921386169886634|0|161466.5|0
0|2020-02-18|155182.0|0|6284.5|0|3.8921386169886634|0|161466.5|0
0|2020-02-19|155182.0|0|6284.5|0|3.8921386169886634|0|161466.5|0
0|2020-02-20|155182.0|0|6284.5|0|3.8921386169886634|0|161466.5|0
0|2020-02-21|155182.0|0|6284.5|0|3.8921386169886634|0|161466.5|0
0|2020-02-22|155182.0|0|6284.5|0|3.8921386169886634|0|161466.5|0
0|2020-02-23|155182.0|0|6284.5|0|3.8921386169886634|0|161466.5|0
0|2020-02-24|155182.0|0|6284.5|0|3.8921386169886634|0|161466.5|0
0|2020-02-25|155182.0|0|6284.5|0|3.8921386169886634|0|161466.5|0
0|2020-02-26|155182.0|0|6284.5|0|3.8921386169886634|0|161466.5|0
0|2020-02-27|155182.0|0|6284.5|0|3.8921386169886634|0|161466.5|0
0|2020-02-28|155182.0|0|6284.5|0|3.8921386169886634|0|161466.5|0
0|2020-02-29|155182.0|0|6284.5|0|3.8921386169886634|0|161466.5|0
0|2020-03-01|154816.5|0|6861.5|0|4.243929291554819|0|161678.0|0
0|2020-03-02|154816.5|0|6861.5|0|4.243929291554819|0|161678.0|0
0|2020-03-03|154816.5|0|6861.5|0|4.243929291554819|0|161678.0|0
0|2020-03-04|154816.5|0|6861.5|0|4.243929291554819|0|161678.0|0
0|2020-03-05|154816.5|0|6861.5|0|4.243929291554819|0|161678.0|0
0|2020-03-06|154816.5|0|6861.5|0|4.243929291554819|0|161678.0|0
0|2020-03-07|154816.5|0|6861.5|0|4.243929291554819|0|161678.0|0
0|2020-03-08|154816.5|0|6861.5|0|4.243929291554819|0|161678.0|0
0|2020-03-09|154816.5|0|6861.5|0|4.243929291554819|0|161678.0|0
0|2020-03-10|154816.5|0|6861.5|0|4.243929291554819|0|161678.0|0
0|2020-03-11|154816.5|0|6861.5|0|4.243929291554819|0|161678.0|0
0|2020-03-12|154816.5|0|6861.5|0|4.243929291554819|0|161678.0|0
0|2020-03-13|154816.5|0|6861.5|0|4.243929291554819|0|161678.0|0
0|2020-03-14|154816.5|0|6861.5|0|4.243929291554819|0|161678.0|0
0|2020-03-15|154816.5|0|6861.5|0|4.243929291554819|0|161678.0|0
0|2020-03-16|154816.5|0|6861.5|0|4.243929291554819|0|161678.0|0
0|2020-03-17|154816.5|0|6861.5|0|4.243929291554819|0|161678.0|0
0|2020-03-18|154816.5|0|6861.5|0|4.243929291554819|0|161678.0|0
0|2020-03-19|154816.5|0|6861.5|0|4.243929291554819|0|161678.0|0
0|2020-03-20|154816.5|0|6861.5|0|4.243929291554819|0|161678.0|0
0|2020-03-21|154816.5|0|6861.5|0|4.243929291554819|0|161678.0|0
0|2020-03-22|154816.5|0|6861.5|0|4.243929291554819|0|161678.0|0
0|2020-03-23|154816.5|0|6861.5|0|4.243929291554819|0|161678.0|0
0|2020-03-24|154816.5|0|6861.5|0|4.243929291554819|0|161678.0|0
0|2020-03-25|154816.5|0|6861.5|0|4.243929291554819|0|161678.0|0
0|2020-03-26|154816.5|0|6861.5|0|4.243929291554819|0|161678.0|0
0|2020-03-27|154816.5|0|6861.5|0|4.243929291554819|0|161678.0|0
0|2020-03-28|154816.5|0|6861.5|0|4.243929291554819|0|161678.0|0
0|2020-03-29|154816.5|0|6861.5|0|4.243929291554819|0|161678.0|0
0|2020-03-30|154816.5|0|6861.5|0|4.243929291554819|0|161678.0|0
0|2020-03-31|154816.5|0|6861.5|0|4.243929291554819|0|161678.0|0
0|2020-04-01|137925.0|0|19778.0|0|12.541295980418889|0|157703.0|0
0|2020-04-02|137925.0|0|19778.0|0|12.541295980418889|0|157703.0|0
0|2020-04-03|137925.0|0|19778.0|0|12.541295980418889|0|157703.0|0
0|2020-04-04|137925.0|0|19778.0|0|12.541295980418889|0|157703.0|0
0|2020-04-05|137925.0|0|19778.0|0|12.541295980418889|0|157703.0|0
0|2020-04-06|137925.0|0|19778.0|0|12.541295980418889|0|157703.0|0
0|2020-04-07|137925.0|0|19778.0|0|12.541295980418889|0|157703.0|0
0|2020-04-08|137925.0|0|19778.0|0|12.541295980418889|0|157703.0|0
0|2020-04-09|137925.0|0|19778.0|0|12.541295980418889|0|157703.0|0
0|2020-04-10|137925.0|0|19778.0|0|12.541295980418889|0|157703.0|0
0|2020-04-11|137925.0|0|19778.0|0|12.541295980418889|0|157703.0|0
0|2020-04-12|137925.0|0|19778.0|0|12.541295980418889|0|157703.0|0
0|2020-04-13|137925.0|0|19778.0|0|12.541295980418889|0|157703.0|0
0|2020-04-14|137925.0|0|19778.0|0|12.541295980418889|0|157703.0|0
0|2020-04-15|137925.0|0|19778.0|0|12.541295980418889|0|157703.0|0
0|2020-04-16|137925.0|0|19778.0|0|12.541295980418889|0|157703.0|0
0|2020-04-17|137925.0|0|19778.0|0|12.541295980418889|0|157703.0|0
0|2020-04-18|137925.0|0|19778.0|0|12.541295980418889|0|157703.0|0
0|2020-04-19|137925.0|0|19778.0|0|12.541295980418889|0|157703.0|0
0|2020-04-20|137925.0|0|19778.0|0|12.541295980418889|0|157703.0|0
0|2020-04-21|137925.0|0|19778.0|0|12.541295980418889|0|157703.0|0
0|2020-04-22|137925.0|0|19778.0|0|12.541295980418889|0|157703.0|0
0|2020-04-23|137925.0|0|19778.0|0|12.541295980418889|0|157703.0|0
0|2020-04-24|137925.0|0|19778.0|0|12.541295980418889|0|157703.0|0
0|2020-04-25|137925.0|0|19778.0|0|12.541295980418889|0|157703.0|0
0|2020-04-26|137925.0|0|19778.0|0|12.541295980418889|0|157703.0|0
0|2020-04-27|137925.0|0|19778.0|0|12.541295980418889|0|157703.0|0
0|2020-04-28|137925.0|0|19778.0|0|12.541295980418889|0|157703.0|0
0|2020-04-29|137925.0|0|19778.0|0|12.541295980418889|0|157703.0|0
0|2020-04-30|137925.0|0|19778.0|0|12.541295980418889|0|157703.0|0
0|2020-05-01|145954.0|0|16840.0|0|10.34436158580783|0|162794.0|0
0|2020-05-02|145954.0|0|16840.0|0|10.34436158580783|0|162794.0|0
0|2020-05-03|145954.0|0|16840.0|0|10.34436158580783|0|162794.0|0
0|2020-05-04|145954.0|0|16840.0|0|10.34436158580783|0|162794.0|0
0|2020-05-05|145954.0|0|16840.0|0|10.34436158580783|0|162794.0|0
0|2020-05-06|145954.0|0|16840.0|0|10.34436158580783|0|162794.0|0
0|2020-05-07|145954.0|0|16840.0|0|10.34436158580783|0|162794.0|0
0|2020-05-08|145954.0|0|16840.0|0|10.34436158580783|0|162794.0|0
0|2020-05-09|145954.0|0|16840.0|0|10.34436158580783|0|162794.0|0
0|2020-05-10|145954.0|0|16840.0|0|10.34436158580783|0|162794.0|0
0|2020-05-11|145954.0|0|16840.0|0|10.34436158580783|0|162794.0|0
0|2020-05-12|145954.0|0|16840.0|0|10.34436158580783|0|162794.0|0
0|2020-05-13|145954.0|0|16840.0|0|10.34436158580783|0|162794.0|0
0|2020-05-14|145954.0|0|16840.0|0|10.34436158580783|0|162794.0|0
0|2020-05-15|145954.0|0|16840.0|0|10.34436158580783|0|162794.0|0
0|2020-05-16|145954.0|0|16840.0|0|10.34436158580783|0|162794.0|0
0|2020-05-17|145954.0|0|16840.0|0|10.34436158580783|0|162794.0|0
0|2020-05-18|145954.0|0|16840.0|0|10.34436158580783|0|162794.0|0
0|2020-05-19|145954.0|0|16840.0|0|10.34436158580783|0|162794.0|0
0|2020-05-20|145954.0|0|16840.0|0|10.34436158580783|0|162794.0|0
0|2020-05-21|145954.0|0|16840.0|0|10.34436158580783|0|162794.0|0
0|2020-05-22|145954.0|0|16840.0|0|10.34436158580783|0|162794.0|0
0|2020-05-23|145954.0|0|16840.0|0|10.34436158580783|0|162794.0|0
0|2020-05-24|145954.0|0|16840.0|0|10.34436158580783|0|162794.0|0
0|2020-05-25|145954.0|0|16840.0|0|10.34436158580783|0|162794.0|0
0|2020-05-26|145954.0|0|16840.0|0|10.34436158580783|0|162794.0|0
0|2020-05-27|145954.0|0|16840.0|0|10.34436158580783|0|162794.0|0
0|2020-05-28|145954.0|0|16840.0|0|10.34436158580783|0|162794.0|0
0|2020-05-29|145954.0|0|16840.0|0|10.34436158580783|0|162794.0|0
0|2020-05-30|145954.0|0|16840.0|0|10.34436158580783|0|162794.0|0
0|2020-05-31|145954.0|0|16840.0|0|10.34436158580783|0|162794.0|0
0|2020-06-01|151213.0|0|15186.0|0|9.126256768370002|0|166399.0|0
0|2020-06-02|151213.0|0|15186.0|0|9.126256768370002|0|166399.0|0
0|2020-06-03|151213.0|0|15186.0|0|9.126256768370002|0|166399.0|0
0|2020-06-04|151213.0|0|15186.0|0|9.126256768370002|0|166399.0|0
0|2020-06-05|151213.0|0|15186.0|0|9.126256768370002|0|166399.0|0
0|2020-06-06|151213.0|0|15186.0|0|9.126256768370002|0|166399.0|0
0|2020-06-07|151213.0|0|15186.0|0|9.126256768370002|0|166399.0|0
0|2020-06-08|151213.0|0|15186.0|0|9.126256768370002|0|166399.0|0
0|2020-06-09|151213.0|0|15186.0|0|9.126256768370002|0|166399.0|0
0|2020-06-10|151213.0|0|15186.0|0|9.126256768370002|0|166399.0|0
0|2020-06-11|151213.0|0|15186.0|0|9.126256768370002|0|166399.0|0
0|2020-06-12|151213.0|0|15186.0|0|9.126256768370002|0|166399.0|0
0|2020-06-13|151213.0|0|15186.0|0|9.126256768370002|0|166399.0|0
0|2020-06-14|151213.0|0|15186.0|0|9.126256768370002|0|166399.0|0
0|2020-06-15|151213.0|0|15186.0|0|9.126256768370002|0|166399.0|0
0|2020-06-16|151213.0|0|15186.0|0|9.126256768370002|0|166399.0|0
0|2020-06-17|151213.0|0|15186.0|0|9.126256768370002|0|166399.0|0
