|dates|Wise_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wise_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wise_Texas_UnitedStates.Male_Total_Population.data|Wise_Texas_UnitedStates.Male_Total_Population.missing|Wise_Texas_UnitedStates.Female_Total_Population.data|Wise_Texas_UnitedStates.Female_Total_Population.missing|Wise_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Wise_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10190.0|0|34159.0|0|34146.0|0|16919.0|0
