|dates|Goshen_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Goshen_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Goshen_Wyoming_UnitedStates.Male_Total_Population.data|Goshen_Wyoming_UnitedStates.Male_Total_Population.missing|Goshen_Wyoming_UnitedStates.Female_Total_Population.data|Goshen_Wyoming_UnitedStates.Female_Total_Population.missing|Goshen_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.data|Goshen_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2934.0|0|6983.0|0|6393.0|0|2685.0|0
