|dates|Treutlen_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Treutlen_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Treutlen_Georgia_UnitedStates.Male_Total_Population.data|Treutlen_Georgia_UnitedStates.Male_Total_Population.missing|Treutlen_Georgia_UnitedStates.Female_Total_Population.data|Treutlen_Georgia_UnitedStates.Female_Total_Population.missing|Treutlen_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Treutlen_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1255.0|0|3386.0|0|3423.0|0|1543.0|0
