|dates|Alexander_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Alexander_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Alexander_Illinois_UnitedStates.Male_Total_Population.data|Alexander_Illinois_UnitedStates.Male_Total_Population.missing|Alexander_Illinois_UnitedStates.Female_Total_Population.data|Alexander_Illinois_UnitedStates.Female_Total_Population.missing|Alexander_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Alexander_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1328.0|0|2932.0|0|3128.0|0|1398.0|0
