|dates|Haskell_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Haskell_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Haskell_Oklahoma_UnitedStates.Male_Total_Population.data|Haskell_Oklahoma_UnitedStates.Male_Total_Population.missing|Haskell_Oklahoma_UnitedStates.Female_Total_Population.data|Haskell_Oklahoma_UnitedStates.Female_Total_Population.missing|Haskell_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Haskell_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2570.0|0|6331.0|0|6337.0|0|2978.0|0
